Date,Price,Open,High,Low,Vol.,Change %
"Jan 16, 2019",1343.1,1291.6,1291.6,1291.6,0.00K,0.42%
"Jan 15, 2019",1337.5,1290.1,1292.7,1290.1,0.01K,-0.26%
"Jan 14, 2019",1341,1331.6,1331.6,1331.6,0.40K,0.13%
"Jan 11, 2019",1339.2,1341.5,1341.5,1339.4,0.05K,0.18%
"Jan 10, 2019",1336.8,1284.7,1284.7,1284.7,0.55K,-0.32%
"Jan 09, 2019",1341.1,1279.4,1289.3,1279.2,0.10K,0.46%
"Jan 08, 2019",1334.9,1335,1335,1335,0.00K,-0.31%
"Jan 07, 2019",1339,1332.2,1332.2,1332.2,0.01K,0.31%
"Jan 04, 2019",1334.8,1330,1330,1330,0.10K,-0.65%
"Jan 03, 2019",1343.6,1334.5,1334.5,1334.5,0.08K,0.81%
"Jan 02, 2019",1332.8,1332.5,1332.5,1331.3,0.08K,3.85%
"Jan 01, 2019",1283.35,1284.7,1284.75,1282.85,-,-3.52%
"Dec 31, 2018",1330.2,1278,1281.3,1277.6,0.05K,-0.09%
"Dec 28, 2018",1331.4,1273.5,1280.1,1273.5,0.08K,0.14%
"Dec 27, 2018",1329.6,1276.7,1276.7,1276.7,0.03K,0.62%
"Dec 26, 2018",1321.4,1269.3,1277.4,1269.3,0.06K,3.99%
"Dec 25, 2018",1270.75,1272.5,1274.55,1270.65,-,-3.74%
"Dec 24, 2018",1320.1,1260.3,1268.5,1260.3,0.03K,1.06%
"Dec 21, 2018",1306.2,1260.3,1261.3,1255,0.06K,-0.76%
"Dec 20, 2018",1316.2,1308.2,1308.2,1305.9,0.01K,0.90%
"Dec 19, 2018",1304.4,1255.8,1255.8,1255.8,0.27K,0.22%
"Dec 18, 2018",1301.6,1248.2,1249,1245.6,0.03K,0.08%
"Dec 17, 2018",1300.5,1239.3,1245.9,1239.3,0.01K,0.81%
"Dec 14, 2018",1290.1,1241.7,1241.7,1234.1,0.03K,-0.48%
"Dec 13, 2018",1296.3,1243.5,1243.5,1241,0.19K,-0.20%
"Dec 12, 2018",1298.9,1245.3,1245.6,1244.1,0.07K,0.22%
"Dec 11, 2018",1296,1289.9,1289.9,1289.9,0.00K,-0.15%
"Dec 10, 2018",1297.9,1294,1294,1294,0.09K,-0.31%
"Dec 07, 2018",1301.9,1291.6,1291.6,1291.6,0.00K,0.72%
"Dec 06, 2018",1292.6,1288.6,1288.6,1288.6,0.00K,0.07%
"Dec 05, 2018",1291.7,1292.8,1292.8,1292.8,0.00K,-0.31%
"Dec 04, 2018",1295.7,1231,1241.4,1230.4,0.02K,0.56%
"Dec 03, 2018",1288.5,1282.5,1282.5,1281.5,0.05K,1.07%
"Nov 30, 2018",1274.8,1224.1,1225,1216.1,2.06K,-0.34%
"Nov 29, 2018",1279.1,1274.6,1274.6,1274.6,0.00K,0.05%
"Nov 28, 2018",1278.5,1211.5,1212.2,1211.5,0.00K,0.78%
"Nov 27, 2018",1268.6,1221.9,1222,1221.9,0.01K,-0.73%
"Nov 26, 2018",1277.9,1222,1222,1222,0.00K,-0.02%
"Nov 23, 2018",1278.2,1272.7,1272.7,1272.7,0.06K,4.09%
"Nov 22, 2018",1228,1226.4,1229.7,1225.5,-,-4.28%
"Nov 21, 2018",1282.9,1225.8,1225.8,1225.8,0.34K,0.56%
"Nov 20, 2018",1275.7,1225.3,1228.8,1222,0.01K,-0.32%
"Nov 19, 2018",1279.8,1223.1,1223.1,1223.1,0.25K,0.20%
"Nov 16, 2018",1277.2,1216.7,1223.8,1216.7,0.00K,0.57%
"Nov 15, 2018",1269.9,1212.8,1212.8,1212.8,0.00K,0.43%
"Nov 14, 2018",1264.4,1207.9,1207.9,1207.9,0.33K,0.68%
"Nov 13, 2018",1255.8,1196.3,1201.3,1196.3,0.01K,-0.17%
"Nov 12, 2018",1257.9,1201.6,1201.6,1201.6,0.00K,-0.43%
"Nov 09, 2018",1263.3,1263.3,1263.8,1263.3,0.08K,-1.33%
"Nov 08, 2018",1280.3,1222.9,1222.9,1222.9,0.00K,-0.27%
"Nov 07, 2018",1283.8,1228.6,1228.6,1228.6,0.00K,0.19%
"Nov 06, 2018",1281.4,1282.8,1282.8,1282.6,0.01K,-0.47%
"Nov 05, 2018",1287.4,1288.5,1288.5,1288.4,0.05K,-0.07%
"Nov 02, 2018",1288.3,1233.3,1233.3,1231,0.03K,-0.38%
"Nov 01, 2018",1293.2,1286.5,1286.9,1286.5,0.04K,1.89%
"Oct 31, 2018",1269.2,1274.4,1274.4,1274.4,0.01K,-0.84%
"Oct 30, 2018",1279.9,1277.5,1281,1277.5,0.02K,-0.17%
"Oct 29, 2018",1282.1,1224.5,1224.5,1224.5,0.00K,-0.67%
"Oct 26, 2018",1290.7,1234.3,1234.8,1234.3,0.05K,0.26%
"Oct 25, 2018",1287.4,1291,1291,1291,0.00K,0.09%
"Oct 24, 2018",1286.2,1289.8,1289.8,1289.8,0.01K,-0.46%
"Oct 23, 2018",1292.2,1224.8,1237.8,1224.8,0.03K,0.95%
"Oct 22, 2018",1280,1224.5,1224.5,1219.6,0.02K,-0.31%
"Oct 19, 2018",1284,1225.3,1225.3,1225.3,0.06K,-0.10%
"Oct 18, 2018",1285.3,1226.5,1226.5,1226.5,0.17K,0.25%
"Oct 17, 2018",1282.1,1225.9,1225.9,1225.9,0.01K,-0.30%
"Oct 16, 2018",1286,1285.3,1285.3,1285.3,0.05K,0.03%
"Oct 15, 2018",1285.6,1222.4,1232.3,1222.4,0.14K,0.70%
"Oct 12, 2018",1276.6,1221.6,1221.6,1216,0.12K,-0.47%
"Oct 11, 2018",1282.6,1198.1,1224.6,1196.3,0.00K,2.77%
"Oct 10, 2018",1248,1250.2,1250.2,1250.2,0.16K,0.13%
"Oct 09, 2018",1246.4,1185.6,1189.1,1185.6,0.01K,0.23%
"Oct 08, 2018",1243.5,1254.9,1257.8,1254.9,0.04K,-1.37%
"Oct 05, 2018",1260.8,1197.1,1205.3,1196.9,0.03K,0.37%
"Oct 04, 2018",1256.1,1258,1260.1,1258,0.00K,-0.10%
"Oct 03, 2018",1257.3,1202.6,1202.6,1196.6,0.08K,-0.32%
"Oct 02, 2018",1261.3,1248.5,1248.5,1248.5,0.00K,1.26%
"Oct 01, 2018",1245.6,1191.6,1191.6,1185.8,0.18K,-0.34%
"Sep 28, 2018",1249.9,1181.7,1191.9,1180,0.40K,0.72%
"Sep 27, 2018",1241,1254.9,1254.9,1254.9,0.00K,-0.96%
"Sep 26, 2018",1253,1194,1194,1194,0.00K,-0.51%
"Sep 25, 2018",1259.4,1202.1,1202.8,1202.1,0.02K,0.06%
"Sep 24, 2018",1258.6,1199.3,1199.3,1199.3,0.01K,0.25%
"Sep 21, 2018",1255.5,1196.2,1196.2,1196.2,0.04K,-0.80%
"Sep 20, 2018",1265.6,1265.4,1265.4,1265.4,0.01K,0.23%
"Sep 19, 2018",1262.7,1202.2,1202.2,1202.2,0.01K,0.46%
"Sep 18, 2018",1256.9,1198.7,1198.7,1197.6,0.06K,-0.21%
"Sep 17, 2018",1259.6,1199.7,1199.7,1199.7,0.15K,0.37%
"Sep 14, 2018",1255,1195,1195,1195,0.00K,-0.57%
"Sep 13, 2018",1262.2,1203.4,1203.4,1200,0.02K,-0.23%
"Sep 12, 2018",1265.1,1205,1205,1205,0.10K,0.72%
"Sep 11, 2018",1256,1190.4,1196.3,1190.4,0.02K,0.21%
"Sep 10, 2018",1253.4,1193,1193,1193,0.01K,-0.04%
"Sep 07, 2018",1253.9,1198.3,1198.3,1193.1,0.00K,-0.29%
"Sep 06, 2018",1257.5,1202,1202,1198.3,0.00K,0.25%
"Sep 05, 2018",1254.4,1192.5,1196,1192.5,0.02K,0.19%
"Sep 04, 2018",1252,1199.3,1200.5,1189.9,0.03K,3.79%
"Sep 03, 2018",1206.3,1204.9,1209.6,1201.3,-,0.12%
"Sep 02, 2018",1204.9,1206.2,1206.6,1204.5,-,-4.34%
"Aug 31, 2018",1259.5,1207.1,1208.2,1199.1,0.03K,0.13%
"Aug 30, 2018",1257.9,1205.4,1205.6,1196,0.01K,-0.57%
"Aug 29, 2018",1265.1,1205.2,1205.2,1202.4,0.03K,-0.24%
"Aug 28, 2018",1268.2,1209.7,1217,1202.3,0.14K,-0.13%
"Aug 27, 2018",1269.8,1210.3,1211.4,1205.2,0.15K,0.24%
"Aug 24, 2018",1266.8,1185.3,1208,1185.3,0.01K,1.59%
"Aug 23, 2018",1247,1189.3,1190.3,1184.9,0.10K,-0.81%
"Aug 22, 2018",1257.2,1194.7,1196.2,1194.7,0.02K,0.26%
"Aug 21, 2018",1253.9,1255.5,1255.5,1255.5,0.00K,0.42%
"Aug 20, 2018",1248.6,1184.8,1190,1184.4,0.07K,0.78%
"Aug 17, 2018",1238.9,1174.7,1181.2,1174.7,0.07K,0.01%
"Aug 16, 2018",1238.8,1173.2,1180.2,1161.4,0.12K,-0.08%
"Aug 15, 2018",1239.8,1187.8,1188.1,1174.6,0.07K,-1.29%
"Aug 14, 2018",1256,1193.1,1197.5,1192.8,0.09K,0.14%
"Aug 13, 2018",1254.2,1207,1207.4,1191.6,0.08K,-1.61%
"Aug 10, 2018",1274.7,1212.5,1216.4,1205.6,0.08K,-0.09%
"Aug 09, 2018",1275.9,1214.5,1215.3,1211.6,0.04K,-0.08%
"Aug 08, 2018",1276.9,1212,1215.2,1205.9,0.21K,0.20%
"Aug 07, 2018",1274.3,1207.8,1214.8,1207.8,0.72K,0.05%
"Aug 06, 2018",1273.7,1214.4,1214.4,1206.6,0.30K,-0.45%
"Aug 03, 2018",1279.5,1273.9,1273.9,1273.9,0.00K,0.25%
"Aug 02, 2018",1276.3,1273.5,1273.6,1273.5,0.01K,-0.61%
"Aug 01, 2018",1284.1,1222.9,1223.7,1214.4,1.03K,-0.45%
"Jul 31, 2018",1289.9,1220.4,1228.1,1213,2.72K,0.16%
"Jul 30, 2018",1287.8,1222.5,1223.9,1218.1,62.24K,-0.10%
"Jul 27, 2018",1289.1,1222.6,1222.6,1222.6,0.02K,-0.19%
"Jul 26, 2018",1291.6,1227.8,1227.8,1227.8,0.00K,-0.43%
"Jul 25, 2018",1297.2,1231.4,1231.4,1231.4,0.06K,0.46%
"Jul 24, 2018",1291.3,1289.5,1289.7,1289.5,0.04K,0.01%
"Jul 23, 2018",1291.2,1222,1222,1222,0.00K,-0.47%
"Jul 20, 2018",1297.3,1229.5,1229.5,1229.5,0.15K,0.50%
"Jul 19, 2018",1290.9,1227.2,1228,1211.7,0.03K,-0.36%
"Jul 18, 2018",1295.5,1226.7,1226.7,1222.2,0.00K,0.03%
"Jul 17, 2018",1295.1,1299.7,1299.7,1299.6,0.00K,-0.99%
"Jul 16, 2018",1308,1242.7,1243.8,1242.7,0.00K,-0.11%
"Jul 13, 2018",1309.5,1244.7,1247,1244.7,0.00K,-0.45%
"Jul 12, 2018",1315.4,1240.9,1246.7,1240.9,0.01K,0.16%
"Jul 11, 2018",1313.3,1253.2,1253.2,1247.9,0.03K,-0.89%
"Jul 10, 2018",1325.1,1256.2,1256.9,1249.3,0.07K,-0.29%
"Jul 09, 2018",1329,1258.2,1262.3,1257.7,0.04K,0.32%
"Jul 06, 2018",1324.8,1255.5,1255.5,1254.4,0.01K,-0.21%
"Jul 05, 2018",1327.6,1253.7,1259.9,1253.6,0.01K,5.52%
"Jul 04, 2018",1258.1,1256.2,1262.4,1255.3,-,-4.86%
"Jul 03, 2018",1322.4,1238.1,1254.1,1237,0.04K,0.95%
"Jul 02, 2018",1309.9,1249.9,1249.9,1239.8,0.03K,-1.06%
"Jun 29, 2018",1323.9,1250.3,1253.3,1249.1,0.05K,0.28%
"Jun 28, 2018",1320.2,1251.7,1251.7,1244.8,0.38K,-0.41%
"Jun 27, 2018",1325.7,1255.5,1255.5,1252.3,0.01K,-0.29%
"Jun 26, 2018",1329.6,1267.2,1267.2,1257.5,0.09K,-0.72%
"Jun 25, 2018",1339.2,1270.6,1271.2,1265.9,0.04K,-0.16%
"Jun 22, 2018",1341.3,1268.1,1270.2,1267,0.07K,0.02%
"Jun 21, 2018",1341,1341.5,1341.5,1341.1,0.01K,-0.32%
"Jun 20, 2018",1345.3,1274.4,1274.4,1271.5,0.01K,-0.29%
"Jun 19, 2018",1349.2,1278.7,1281.8,1269.9,0.03K,-0.14%
"Jun 18, 2018",1351.1,1280.7,1280.7,1277,0.04K,0.13%
"Jun 15, 2018",1349.3,1297.4,1297.4,1274,0.59K,-2.27%
"Jun 14, 2018",1380.6,1297.2,1307.7,1297.2,0.05K,0.52%
"Jun 13, 2018",1373.5,1294,1299.4,1290.9,0.14K,0.12%
"Jun 12, 2018",1371.8,1297.8,1298.1,1292.7,0.15K,-0.27%
"Jun 11, 2018",1375.5,1299.3,1302,1295.2,0.07K,0.08%
"Jun 08, 2018",1374.4,1295.3,1299.4,1294.8,0.65K,0.00%
"Jun 07, 2018",1374.4,1298.4,1302.8,1296.2,0.08K,0.07%
"Jun 06, 2018",1373.5,1296.1,1300.4,1294.1,0.10K,-0.04%
"Jun 05, 2018",1374.1,1292.1,1299.8,1289.9,0.36K,0.37%
"Jun 04, 2018",1369.1,1293.9,1297.1,1290,0.14K,-0.08%
"Jun 01, 2018",1370.2,1298.6,1299.5,1288.9,0.12K,-0.36%
"May 31, 2018",1375.2,1301,1306.8,1296.6,4.08K,-0.12%
"May 30, 2018",1376.9,1298,1303.7,1295.2,50.85K,0.22%
"May 29, 2018",1373.9,1298.7,1298.7,1298.7,0.08K,5.88%
"May 28, 2018",1297.6,1298.4,1299.7,1294.7,-,-0.05%
"May 27, 2018",1298.3,1299.8,1299.9,1296.1,-,-6.06%
"May 25, 2018",1382.1,1303.3,1303.3,1303.3,0.00K,-0.07%
"May 24, 2018",1383.1,1303.7,1303.7,1303.7,0.02K,1.10%
"May 23, 2018",1368.1,1289.3,1289.3,1289.3,0.01K,-0.19%
"May 22, 2018",1370.7,1291.7,1291.7,1291.7,0.05K,0.07%
"May 21, 2018",1369.7,1287.4,1292.1,1287.4,0.05K,-0.01%
"May 18, 2018",1369.9,1285.2,1289.6,1285.2,0.00K,0.09%
"May 17, 2018",1368.6,1291.3,1291.3,1290.7,0.00K,-0.16%
"May 16, 2018",1370.8,1290.9,1294,1285.4,0.03K,0.15%
"May 15, 2018",1368.8,1304.6,1304.7,1290.3,0.01K,-2.01%
"May 14, 2018",1396.9,1319.9,1319.9,1317.9,0.00K,-0.18%
"May 11, 2018",1399.4,1319,1319,1319,0.00K,-0.12%
"May 10, 2018",1401.1,1312.2,1318,1312.2,0.01K,0.65%
"May 09, 2018",1392,1386,1386,1386,0.00K,-0.06%
"May 08, 2018",1392.8,1310.1,1310.2,1308.5,0.34K,-0.03%
"May 07, 2018",1393.2,1310.6,1312.5,1310.2,0.00K,-0.04%
"May 04, 2018",1393.7,1312.7,1312.7,1312.7,0.04K,0.17%
"May 03, 2018",1391.4,1310.7,1310.7,1310.7,0.00K,0.51%
"May 02, 2018",1384.3,1309,1309.3,1303.7,0.02K,-0.08%
"May 01, 2018",1385.4,1313.2,1313.8,1303.4,0.03K,-0.91%
"Apr 30, 2018",1398.1,1309.6,1313.3,1309.6,0.05K,-0.32%
"Apr 27, 2018",1402.6,1315.3,1321.7,1312.8,0.62K,0.40%
"Apr 26, 2018",1397,1315.7,1315.8,1315.7,0.01K,-0.35%
"Apr 25, 2018",1401.9,1324,1325,1320,0.28K,-0.72%
"Apr 24, 2018",1412.1,1326.4,1331.7,1326.2,0.03K,0.65%
"Apr 23, 2018",1403,1334,1334.4,1323.5,0.07K,-1.00%
"Apr 20, 2018",1417.2,1342.5,1343.4,1335.3,0.31K,-0.74%
"Apr 19, 2018",1427.8,1348.6,1355.2,1341.6,0.39K,-0.33%
"Apr 18, 2018",1432.5,1343.5,1354.2,1343.5,0.05K,0.29%
"Apr 17, 2018",1428.3,1348,1348.1,1339,0.41K,-0.09%
"Apr 16, 2018",1429.6,1341,1348.8,1341,0.06K,0.19%
"Apr 13, 2018",1426.9,1335.9,1346,1335.9,0.07K,0.46%
"Apr 12, 2018",1420.4,1351.2,1351.5,1334.6,0.03K,-1.29%
"Apr 11, 2018",1439,1442,1442,1442,0.00K,1.02%
"Apr 10, 2018",1424.5,1335.2,1341,1333,0.11K,0.42%
"Apr 09, 2018",1418.6,1333,1337.5,1327,0.29K,0.26%
"Apr 06, 2018",1414.9,1326.5,1333,1319,0.35K,0.55%
"Apr 05, 2018",1407.1,1333.5,1333.7,1322.6,0.26K,-0.82%
"Apr 04, 2018",1418.7,1331.8,1347.3,1331.6,0.72K,0.23%
"Apr 03, 2018",1415.5,1340.4,1341.5,1328.5,0.70K,-0.65%
"Apr 02, 2018",1424.8,1327,1344.2,1324.7,0.65K,1.41%
"Mar 29, 2018",1405,1324,1327.1,1321.7,5.59K,-0.21%
"Mar 28, 2018",1407.9,1345,1346.4,1322.4,59.28K,-1.32%
"Mar 27, 2018",1426.8,1341,1341,1341,0.01K,-0.92%
"Mar 26, 2018",1440,1348.5,1352.2,1345.1,0.01K,0.42%
"Mar 23, 2018",1434,1343.2,1348.7,1343.2,0.01K,1.62%
"Mar 22, 2018",1411.2,1326.6,1326.6,1326.6,0.00K,0.40%
"Mar 21, 2018",1405.6,1312.4,1328.8,1312.4,0.03K,0.75%
"Mar 20, 2018",1395.2,1311.1,1311.1,1311.1,0.00K,-0.39%
"Mar 19, 2018",1400.7,1309.4,1316.9,1307.3,0.01K,0.39%
"Mar 16, 2018",1395.3,1310.1,1310.1,1310.1,0.03K,-0.39%
"Mar 15, 2018",1400.7,1316.8,1316.8,1316.8,0.10K,-0.57%
"Mar 14, 2018",1408.7,1322.2,1324.1,1322.2,0.03K,-0.12%
"Mar 13, 2018",1410.4,1325.3,1325.3,1325.3,0.01K,0.47%
"Mar 12, 2018",1403.8,1319.4,1319.4,1319.4,0.00K,-0.23%
"Mar 09, 2018",1407,1316.8,1322.2,1313,0.09K,0.26%
"Mar 08, 2018",1403.3,1324.8,1326.8,1319.3,0.06K,-0.35%
"Mar 07, 2018",1408.2,1338.1,1338.1,1330,0.03K,-0.56%
"Mar 06, 2018",1416.2,1321.6,1333.4,1321.4,0.02K,1.10%
"Mar 05, 2018",1400.8,1323.5,1325.9,1318.1,0.02K,-0.26%
"Mar 02, 2018",1404.5,1314.3,1323.2,1314.3,0.16K,1.31%
"Mar 01, 2018",1386.3,1310.4,1318.1,1301.8,0.04K,-0.94%
"Feb 28, 2018",1399.5,1315.4,1321,1315.4,0.06K,-0.04%
"Feb 27, 2018",1400,1331.7,1332.6,1312.7,0.05K,-0.96%
"Feb 26, 2018",1413.5,1335,1340.5,1334.7,0.04K,0.29%
"Feb 23, 2018",1409.4,1328,1332.1,1327.7,0.43K,-0.17%
"Feb 22, 2018",1411.8,1322,1331.4,1322,0.07K,0.06%
"Feb 21, 2018",1411,1326.8,1331.5,1324.4,0.12K,0.16%
"Feb 20, 2018",1408.8,1348.4,1350.2,1328.5,0.28K,4.53%
"Feb 19, 2018",1347.8,1350.4,1353.9,1347.4,-,-0.20%
"Feb 18, 2018",1350.5,1349.7,1352.4,1349.7,-,-5.79%
"Feb 16, 2018",1433.5,1354,1361.4,1344.9,0.11K,0.09%
"Feb 15, 2018",1432.2,1352,1355.9,1349.7,0.11K,-0.10%
"Feb 14, 2018",1433.6,1332.8,1355.5,1324,0.40K,2.00%
"Feb 13, 2018",1405.5,1324.5,1329.6,1323.4,0.07K,0.28%
"Feb 12, 2018",1401.6,1323.8,1325.5,1318,0.14K,0.78%
"Feb 09, 2018",1390.8,1320.9,1322,1311.9,0.00K,-0.29%
"Feb 08, 2018",1394.9,1317.1,1321.1,1307,0.46K,0.29%
"Feb 07, 2018",1390.8,1325.4,1331.1,1310.5,0.49K,-1.05%
"Feb 06, 2018",1405.5,1338.2,1343.7,1319.5,0.53K,-0.53%
"Feb 05, 2018",1413,1331.1,1340.2,1329,0.64K,-0.12%
"Feb 02, 2018",1414.7,1348.5,1352.1,1327.7,2.84K,-0.74%
"Feb 01, 2018",1425.2,1343.8,1350.6,1336.8,1.68K,0.35%
"Jan 31, 2018",1420.2,1337.5,1346.9,1331.8,4.88K,0.23%
"Jan 30, 2018",1417,1338.7,1347.8,1332.8,52.10K,-0.36%
"Jan 29, 2018",1422.1,1339.8,1339.8,1339.8,0.00K,-0.86%
"Jan 26, 2018",1434.5,1351.6,1352,1350.9,0.05K,-0.65%
"Jan 25, 2018",1443.9,1356.3,1356.4,1346.7,0.00K,0.47%
"Jan 24, 2018",1437.1,1357.2,1357.2,1357.2,0.02K,1.53%
"Jan 23, 2018",1415.4,1335.8,1335.9,1335.8,0.05K,0.33%
"Jan 22, 2018",1410.8,1328.4,1328.4,1328.4,0.16K,0.07%
"Jan 19, 2018",1409.8,1330.1,1333,1330.1,0.05K,0.49%
"Jan 18, 2018",1402.9,1328.9,1328.9,1326.6,0.21K,-0.85%
"Jan 17, 2018",1414.9,1334.4,1334.4,1326.8,0.03K,0.21%
"Jan 16, 2018",1412,1331.1,1332.5,1331,0.01K,5.23%
"Jan 15, 2018",1341.8,1337.3,1344.9,1337,-,0.33%
"Jan 14, 2018",1337.4,1337.7,1338.6,1336.4,-,-5.12%
"Jan 12, 2018",1409.6,1327.8,1338.2,1327.8,0.01K,1.02%
"Jan 11, 2018",1395.3,1317.1,1317.1,1316.3,0.01K,0.22%
"Jan 10, 2018",1392.2,1320.3,1320.7,1315.3,0.07K,0.51%
"Jan 09, 2018",1385.2,1309.6,1309.6,1309.6,0.02K,-0.47%
"Jan 08, 2018",1391.8,1319.9,1319.9,1314.6,0.04K,-0.11%
"Jan 05, 2018",1393.3,1320.3,1320.3,1320.3,0.00K,0.07%
"Jan 04, 2018",1392.3,1322,1322,1321.9,0.00K,0.24%
"Jan 03, 2018",1389,1320,1320.1,1312.1,0.04K,0.28%
"Jan 02, 2018",1385.1,1392.8,1392.8,1392.8,0.00K,5.84%
"Jan 01, 2018",1308.7,1305.8,1309.7,1304.6,-,-4.95%
"Dec 29, 2017",1376.9,1294.2,1305,1294,0.07K,0.92%
"Dec 28, 2017",1364.4,1288.2,1293.7,1288.2,0.25K,0.52%
"Dec 27, 2017",1357.3,1284,1285.7,1284,0.07K,0.28%
"Dec 26, 2017",1353.5,1282.4,1284.1,1281.8,0.08K,5.92%
"Dec 25, 2017",1277.9,1278.9,1279.5,1277.9,-,-4.97%
"Dec 22, 2017",1344.8,1266.3,1276.3,1266.3,0.12K,0.64%
"Dec 21, 2017",1336.3,1266.4,1267.4,1264.3,0.23K,0.07%
"Dec 20, 2017",1335.4,1261.3,1266.6,1261.3,0.06K,0.42%
"Dec 19, 2017",1329.8,1261.1,1264.3,1259.5,0.33K,-0.06%
"Dec 18, 2017",1330.6,1256.2,1262.4,1255.7,0.05K,0.62%
"Dec 15, 2017",1322.4,1253.1,1260.3,1253.1,0.58K,0.02%
"Dec 14, 2017",1322.2,1252.9,1257.7,1250.3,0.14K,0.65%
"Dec 13, 2017",1313.7,1241.9,1254.5,1239.8,0.35K,0.52%
"Dec 12, 2017",1306.9,1241.3,1244.4,1236.5,0.69K,-0.37%
"Dec 11, 2017",1311.8,1248.4,1249.2,1239.9,0.15K,-0.10%
"Dec 08, 2017",1313.1,1246.3,1249.3,1241.5,0.16K,-0.37%
"Dec 07, 2017",1318,1317.4,1317.4,1317.4,0.00K,-0.99%
"Dec 06, 2017",1331.2,1264.9,1267.8,1261.6,0.37K,0.08%
"Dec 05, 2017",1330.1,1275.4,1275.8,1260,1.50K,-0.96%
"Dec 04, 2017",1343,1272.5,1276.1,1270.3,0.85K,-0.36%
"Dec 01, 2017",1347.8,1274.1,1288.6,1271,0.82K,0.41%
"Nov 30, 2017",1342.3,1283.1,1284.5,1269.7,3.05K,-0.67%
"Nov 29, 2017",1351.4,1293.4,1296.2,1281.1,47.24K,-0.92%
"Nov 28, 2017",1364,1294.7,1294.7,1294.7,4.06K,0.02%
"Nov 27, 2017",1363.7,1293.8,1293.8,1293.8,0.00K,0.52%
"Nov 24, 2017",1356.6,1286.7,1286.7,1286.7,0.01K,5.03%
"Nov 23, 2017",1291.66,1291.19,1293.87,1287.65,-,-5.12%
"Nov 22, 2017",1361.4,1284.7,1284.7,1282.9,0.08K,0.78%
"Nov 21, 2017",1350.8,1281.1,1281.1,1281.1,0.02K,0.54%
"Nov 20, 2017",1343.6,1275.9,1275.9,1275.9,0.00K,-1.50%
"Nov 17, 2017",1364,1288.3,1288.3,1288.3,0.00K,1.38%
"Nov 16, 2017",1345.4,1277.5,1277.5,1277.5,0.04K,0.05%
"Nov 15, 2017",1344.7,1281.4,1284.7,1275.9,0.01K,-0.41%
"Nov 14, 2017",1350.2,1276.9,1279.1,1276.9,0.00K,0.28%
"Nov 13, 2017",1346.4,1277,1277,1277,0.02K,0.44%
"Nov 10, 2017",1340.5,1283.5,1283.5,1273.8,0.01K,-0.91%
"Nov 09, 2017",1352.8,1279.7,1286.9,1279.7,0.02K,0.33%
"Nov 08, 2017",1348.3,1275.9,1284.9,1274.7,0.02K,0.63%
"Nov 07, 2017",1339.9,1276.8,1276.8,1270.4,0.01K,-0.43%
"Nov 06, 2017",1345.7,1269,1280.5,1269,0.13K,0.96%
"Nov 03, 2017",1332.9,1265.3,1267.9,1265.3,0.08K,-0.63%
"Nov 02, 2017",1341.4,1274.9,1274.9,1274.9,0.07K,0.06%
"Nov 01, 2017",1340.6,1272.2,1274.8,1270.3,0.08K,0.52%
"Oct 31, 2017",1333.7,1273.1,1274.6,1266.1,0.24K,-0.54%
"Oct 30, 2017",1340.9,1270,1274.1,1267.9,0.22K,0.43%
"Oct 27, 2017",1335.1,1268.4,1268.4,1267.1,0.15K,0.15%
"Oct 26, 2017",1333.1,1273.5,1273.5,1264.7,0.04K,-0.70%
"Oct 25, 2017",1342.5,1269.9,1275.2,1269.9,0.11K,0.10%
"Oct 24, 2017",1341.2,1275.5,1275.5,1273.7,0.11K,-0.20%
"Oct 23, 2017",1343.9,1274.7,1280.8,1271.5,0.12K,0.05%
"Oct 20, 2017",1343.2,1279.6,1279.6,1277.8,0.30K,-0.72%
"Oct 19, 2017",1352.9,1286.4,1286.4,1285.1,0.13K,0.49%
"Oct 18, 2017",1346.3,1279.9,1279.9,1279.9,0.16K,-0.24%
"Oct 17, 2017",1349.5,1295.1,1295.1,1283.1,0.57K,-1.26%
"Oct 16, 2017",1366.7,1302,1303.8,1291.9,0.17K,-0.05%
"Oct 13, 2017",1367.4,1293.3,1301.7,1291.7,0.07K,0.60%
"Oct 12, 2017",1359.3,1291.5,1294.5,1289.3,0.01K,0.58%
"Oct 11, 2017",1351.5,1287.3,1292,1284.9,0.02K,-0.36%
"Oct 10, 2017",1356.4,1282.6,1293,1281.7,0.02K,0.67%
"Oct 09, 2017",1347.4,1280.6,1284,1279,0.02K,0.78%
"Oct 06, 2017",1337,1267.6,1272,1260.5,0.05K,0.13%
"Oct 05, 2017",1335.3,1277.8,1277.8,1267.6,0.04K,-0.20%
"Oct 04, 2017",1338,1273.8,1280.8,1270,0.22K,0.16%
"Oct 03, 2017",1335.8,1269.7,1273.3,1268.6,0.19K,-0.10%
"Oct 02, 2017",1337.1,1275,1276.1,1270.4,0.14K,-0.61%
"Sep 29, 2017",1345.3,1284.2,1289.4,1281.8,0.49K,-0.27%
"Sep 28, 2017",1349,1283.1,1288,1277,0.05K,0.04%
"Sep 27, 2017",1348.4,1283.4,1283.4,1283.4,0.02K,-0.98%
"Sep 26, 2017",1361.8,1304.5,1305.6,1298.7,0.04K,-0.69%
"Sep 25, 2017",1371.2,1293.1,1309.2,1291,0.05K,1.04%
"Sep 22, 2017",1357.1,1295,1295.7,1293.6,0.21K,0.20%
