Date,Price,Open,High,Low,Vol,Change,left,right,Volume
"Oct 03, 2015",238.6,236.7,239.5,236.1,43.31K,0.79%,43.31,K,43310
"Oct 02, 2015",236.7,237.1,238.4,235.1,47.94K,-0.14%,47.94,K,47940
"Oct 01, 2015",237.1,235.9,238.7,234.7,52.88K,0.47%,52.88,K,52880
"Sep 30, 2015",235.9,236.7,237.8,234.4,50.52K,-0.33%,50.52,K,50520
"Sep 29, 2015",236.7,238.9,240.4,234.8,57.30K,-0.90%,57.3,K,57300
"Sep 28, 2015",238.9,232.5,240.4,232.4,64.28K,2.74%,64.28,K,64280
"Sep 27, 2015",232.5,234.3,234.8,231.8,36.14K,-0.77%,36.14,K,36140
"Sep 26, 2015",234.3,235,235.7,232.7,40.29K,-0.31%,40.29,K,40290
"Sep 25, 2015",235,233.8,237.6,232.7,61.58K,0.54%,61.58,K,61580
"Sep 24, 2015",233.8,229.9,235.8,229.6,72.12K,1.68%,72.12,K,72120
"Sep 23, 2015",229.9,230,232.2,228.5,43.60K,-0.05%,43.6,K,43600
"Sep 22, 2015",230,226.3,233.2,224.1,71.55K,1.63%,71.55,K,71550
"Sep 21, 2015",226.3,231.1,231.6,225,53.43K,-2.06%,53.43,K,53430
"Sep 20, 2015",231.1,231.1,232.7,229.9,33.15K,0.00%,33.15,K,33150
"Sep 19, 2015",231.1,232.2,233.4,230.2,34.47K,-0.47%,34.47,K,34470
"Sep 18, 2015",232.2,232.7,234.7,230.6,53.17K,-0.22%,53.17,K,53170
"Sep 17, 2015",232.7,228.6,235.2,227.9,56.06K,1.80%,56.06,K,56060
"Sep 16, 2015",228.6,229.5,230.9,225.1,51.91K,-0.41%,51.91,K,51910
"Sep 15, 2015",229.5,229.9,242.8,228,49.52K,-0.17%,49.52,K,49520
"Sep 14, 2015",229.9,230.2,232.6,226,61.10K,-0.12%,61.1,K,61100
"Sep 13, 2015",230.2,235.6,236.2,228.3,51.60K,-2.30%,51.6,K,51600
"Sep 12, 2015",235.6,239.9,240.3,233.3,43.77K,-1.79%,43.77,K,43770
"Sep 11, 2015",239.9,238.1,241,237.4,45.77K,0.76%,45.77,K,45770
"Sep 10, 2015",238.1,237.4,240.6,234.3,60.54K,0.28%,60.54,K,60540
"Sep 09, 2015",237.4,243.2,244.3,236.5,69.26K,-2.40%,69.26,K,69260
"Sep 08, 2015",243.2,239.6,246.4,239.2,76.35K,1.53%,76.35,K,76350
"Sep 07, 2015",239.6,239.9,242.7,237.5,57.19K,-0.12%,57.19,K,57190
"Sep 06, 2015",239.9,233.7,243.6,234.7,66.27K,2.65%,66.27,K,66270
"Sep 05, 2015",233.7,230.3,235.6,228.3,48.28K,1.49%,48.28,K,48280
"Sep 04, 2015",230.3,226.2,231.1,225.8,61.76K,1.79%,61.76,K,61760
"Sep 03, 2015",226.2,228.6,229.6,225.4,54.15K,-1.06%,54.15,K,54150
"Sep 02, 2015",228.6,227.2,230.6,225.6,58.77K,0.64%,58.77,K,58770
"Sep 01, 2015",227.2,229.5,231.4,225.8,66.54K,-1.00%,66.54,K,66540
"Aug 31, 2015",229.5,228.4,231.8,224.2,54.51K,0.47%,54.51,K,54510
"Aug 30, 2015",228.4,228.5,232.3,225.4,39.81K,-0.04%,39.81,K,39810
"Aug 29, 2015",228.5,231.6,233.1,226.4,43.74K,-1.36%,43.74,K,43740
"Aug 28, 2015",231.6,222.7,234.8,219.6,90.66K,4.00%,90.66,K,90660
"Aug 27, 2015",222.7,225,228.4,222,60.25K,-1.00%,60.25,K,60250
"Aug 26, 2015",225,220.5,230.7,218.8,92.81K,2.02%,92.81,K,92810
"Aug 25, 2015",220.5,211.4,226.6,196.3,190.79K,4.29%,190.79,K,190790
"Aug 24, 2015",211.4,226.8,228.4,207.8,196.70K,-6.76%,196.7,K,196700
"Aug 23, 2015",226.8,229.5,232.7,224.3,48.84K,-1.22%,48.84,K,48840
"Aug 22, 2015",229.5,232.4,235.1,221,74.21K,-1.23%,74.21,K,74210
"Aug 21, 2015",232.4,234.7,236.3,230.5,57.65K,-0.96%,57.65,K,57650
"Aug 20, 2015",234.7,226,238,225.5,90.98K,3.83%,90.98,K,90980
"Aug 19, 2015",226,246.7,247.9,214.3,245.82K,-8.40%,245.82,K,245820
"Aug 18, 2015",246.7,257.1,257.5,245.7,94.50K,-4.05%,94.5,K,94500
"Aug 17, 2015",257.1,257.1,259.9,252.9,47.88K,0.00%,47.88,K,47880
"Aug 16, 2015",257.1,260.5,261.9,254.6,69.04K,-1.31%,69.04,K,69040
"Aug 15, 2015",260.5,265,266.5,259.4,38.91K,-1.70%,38.91,K,38910
"Aug 14, 2015",265,263.4,267.2,260.2,52.33K,0.60%,52.33,K,52330
"Aug 13, 2015",263.4,267.7,268.4,261.3,56.49K,-1.58%,56.49,K,56490
"Aug 12, 2015",267.7,269,271.5,263.7,56.73K,-0.51%,56.73,K,56730
"Aug 11, 2015",269,263.3,269.9,261.4,51.36K,2.18%,51.36,K,51360
"Aug 10, 2015",263.3,263.9,266.6,260.5,48.57K,-0.22%,48.57,K,48570
"Aug 09, 2015",263.9,258.6,266.8,258.6,57.48K,2.04%,57.48,K,57480
"Aug 08, 2015",258.6,277.9,278.9,257.4,82.54K,-6.94%,82.54,K,82540
"Aug 07, 2015",277.9,278,279.6,274.3,42.81K,-0.04%,42.81,K,42810
"Aug 06, 2015",278,281.7,282,276.5,33.26K,-1.32%,33.26,K,33260
"Aug 05, 2015",281.7,284.3,285.5,280.5,38.29K,-0.91%,38.29,K,38290
"Aug 04, 2015",284.3,281.6,285.7,279.6,44.84K,0.97%,44.84,K,44840
"Aug 03, 2015",281.6,281.4,285,278.9,45.89K,0.08%,45.89,K,45890
"Aug 02, 2015",281.4,280.5,282.5,275.9,35.67K,0.32%,35.67,K,35670
"Aug 01, 2015",280.5,283.7,284.5,276.3,39.43K,-1.15%,39.43,K,39430
"Jul 31, 2015",283.7,287,288.7,280.8,49.21K,-1.15%,49.21,K,49210
"Jul 30, 2015",287,288.4,289.9,284.9,44.79K,-0.47%,44.79,K,44790
"Jul 29, 2015",288.4,293.7,294.7,286.9,50.67K,-1.81%,50.67,K,50670
"Jul 28, 2015",293.7,293,296.7,291.7,49.07K,0.24%,49.07,K,49070
"Jul 27, 2015",293,291.8,295.8,285.4,69.71K,0.42%,69.71,K,69710
"Jul 26, 2015",291.8,288.7,293.3,286.8,30.99K,1.05%,30.99,K,30990
"Jul 25, 2015",288.7,288.4,291.2,284.7,41.65K,0.13%,41.65,K,41650
"Jul 24, 2015",288.4,275.5,289.8,274.3,74.36K,4.66%,74.36,K,74360
"Jul 23, 2015",275.5,276.5,277.9,274.5,35.66K,-0.34%,35.66,K,35660
"Jul 22, 2015",276.5,275.1,277.4,273.1,41.97K,0.50%,41.97,K,41970
"Jul 21, 2015",275.1,277.7,281,274.2,49.05K,-0.93%,49.05,K,49050
"Jul 20, 2015",277.7,273.2,278.9,271.8,46.60K,1.65%,46.6,K,46600
"Jul 19, 2015",273.2,274,277.1,271.9,30.20K,-0.32%,30.2,K,30200
"Jul 18, 2015",274,279.6,282.5,243.2,55.34K,-1.99%,55.34,K,55340
"Jul 17, 2015",279.6,276.6,280.8,271.2,62.12K,1.10%,62.12,K,62120
"Jul 16, 2015",276.6,283.4,290.8,273.3,121.32K,-2.41%,121.32,K,121320
"Jul 15, 2015",283.4,287,292.9,283.2,59.58K,-1.23%,59.58,K,59580
"Jul 14, 2015",287,290.4,297,285.2,60.62K,-1.17%,60.62,K,60620
"Jul 13, 2015",290.4,310.4,310.9,276.9,146.85K,-6.47%,146.85,K,146850
"Jul 12, 2015",310.4,292,315.9,291.3,120.70K,6.33%,120.7,K,120700
"Jul 11, 2015",292,283.6,298.8,282.3,46.49K,2.94%,46.49,K,46490
"Jul 10, 2015",283.6,269.1,297.9,266.9,117.17K,5.38%,117.17,K,117170
"Jul 09, 2015",269.1,268.6,272.3,265.1,48.39K,0.19%,48.39,K,48390
"Jul 08, 2015",268.6,266.2,273.6,263.2,45.29K,0.91%,45.29,K,45290
"Jul 07, 2015",266.2,269.1,271.3,263.2,41.61K,-1.07%,41.61,K,41610
"Jul 06, 2015",269.1,270.1,277.5,266.5,90.58K,-0.39%,90.58,K,90580
"Jul 05, 2015",270.1,260.5,274.1,257.6,48.45K,3.68%,48.45,K,48450
"Jul 04, 2015",260.5,255.4,261.1,253.4,32.95K,2.02%,32.95,K,32950
"Jul 03, 2015",255.4,254.9,256.7,252.4,36.58K,0.20%,36.58,K,36580
"Jul 02, 2015",254.9,257.6,261.3,253.1,45.01K,-1.06%,45.01,K,45010
"Jul 01, 2015",257.6,264.1,265,254.4,66.94K,-2.46%,66.94,K,66940
"Jun 30, 2015",264.1,257,268.7,255.4,116.53K,2.78%,116.53,K,116530
"Jun 29, 2015",257,248.9,257.5,248,92.64K,3.25%,92.64,K,92640
"Jun 28, 2015",248.9,250.7,251.6,246.6,39.89K,-0.74%,39.89,K,39890
"Jun 27, 2015",250.7,242.9,251.6,241.8,54.70K,3.20%,54.7,K,54700
"Jun 26, 2015",242.9,242.6,243.5,240.1,37.62K,0.16%,37.62,K,37620
"Jun 25, 2015",242.6,240.6,243.6,239.3,40.36K,0.83%,40.36,K,40360
"Jun 24, 2015",240.6,243.8,244.5,239.1,47.11K,-1.31%,47.11,K,47110
"Jun 23, 2015",243.8,247.5,247.7,242.3,38.43K,-1.50%,38.43,K,38430
"Jun 22, 2015",247.5,244.1,248.6,243.2,47.59K,1.38%,47.59,K,47590
"Jun 21, 2015",244.1,245,246,240.9,25.15K,-0.36%,25.15,K,25150
"Jun 20, 2015",245,244.1,246.6,238.7,51.28K,0.35%,51.28,K,51280
"Jun 19, 2015",244.1,248.4,250.8,243.6,84.70K,-1.73%,84.7,K,84700
"Jun 18, 2015",248.4,247.4,251.9,242.5,78.14K,0.43%,78.14,K,78140
"Jun 17, 2015",247.4,249.8,258.5,245.1,121.62K,-0.98%,121.62,K,121620
"Jun 16, 2015",249.8,237,254.1,235.7,122.47K,5.41%,122.47,K,122470
"Jun 15, 2015",237,233.8,238.6,233.3,63.47K,1.39%,63.47,K,63470
"Jun 14, 2015",233.8,232.5,235.5,232.1,32.90K,0.55%,32.9,K,32900
"Jun 13, 2015",232.5,230.5,233.1,229,38.01K,0.88%,38.01,K,38010
"Jun 12, 2015",230.5,229.9,231.6,229.3,40.75K,0.25%,40.75,K,40750
"Jun 11, 2015",229.9,228.8,230.6,228.5,38.00K,0.48%,38,K,38000
"Jun 10, 2015",228.8,229.6,230.4,227.8,41.64K,-0.34%,41.64,K,41640
"Jun 09, 2015",229.6,228.6,231.4,227.5,54.84K,0.43%,54.84,K,54840
"Jun 08, 2015",228.6,223.5,229.9,223,74.15K,2.28%,74.15,K,74150
"Jun 07, 2015",223.5,224.7,226.4,222.2,40.48K,-0.57%,40.48,K,40480
"Jun 06, 2015",224.7,225.3,225.8,223.5,22.47K,-0.24%,22.47,K,22470
"Jun 05, 2015",225.3,224.2,226.4,222.1,56.46K,0.48%,56.46,K,56460
"Jun 04, 2015",224.2,225.6,226.7,223.5,44.06K,-0.61%,44.06,K,44060
"Jun 03, 2015",225.6,225.7,227.9,223.7,54.35K,-0.07%,54.35,K,54350
"Jun 02, 2015",225.7,223.1,227.4,222.3,60.81K,1.17%,60.81,K,60810
"Jun 01, 2015",223.1,229.8,231.8,221,87.06K,-2.92%,87.06,K,87060
"May 31, 2015",229.8,233.2,234,229.1,39.00K,-1.45%,39,K,39000
"May 30, 2015",233.2,237,237.1,231.6,41.63K,-1.61%,41.63,K,41630
"May 29, 2015",237,237.3,237.9,235.1,38.92K,-0.12%,38.92,K,38920
"May 28, 2015",237.3,237.3,238.4,236.2,35.75K,0.00%,35.75,K,35750
"May 27, 2015",237.3,237.8,238.9,235.9,48.03K,-0.23%,48.03,K,48030
"May 26, 2015",237.8,237.4,239,235.6,37.08K,0.18%,37.08,K,37080
"May 25, 2015",237.4,241,241.8,235.8,26.39K,-1.48%,26.39,K,26390
"May 24, 2015",241,238.9,242.4,237.5,30.26K,0.85%,30.26,K,30260
"May 23, 2015",238.9,240.4,241.7,238.1,36.03K,-0.59%,36.03,K,36030
"May 22, 2015",240.4,235.4,242,234.6,74.11K,2.12%,74.11,K,74110
"May 21, 2015",235.4,234,236.6,233.6,42.94K,0.61%,42.94,K,42940
"May 20, 2015",234,232,235.2,231.5,49.69K,0.84%,49.69,K,49690
"May 19, 2015",232,232.6,234.5,231.3,40.94K,-0.27%,40.94,K,40940
"May 18, 2015",232.6,236.3,237.1,231.5,53.14K,-1.55%,53.14,K,53140
"May 17, 2015",236.3,236.2,237.8,235.4,28.43K,0.03%,28.43,K,28430
"May 16, 2015",236.2,237.2,237.8,234.6,27.05K,-0.41%,27.05,K,27050
"May 15, 2015",237.2,236.9,238.8,235.5,46.03K,0.13%,46.03,K,46030
"May 14, 2015",236.9,236.4,239.2,232.4,71.02K,0.22%,71.02,K,71020
"May 13, 2015",236.4,241.6,243.9,234.1,84.43K,-2.15%,84.43,K,84430
"May 12, 2015",241.6,241.8,243,239.2,40.08K,-0.10%,40.08,K,40080
"May 11, 2015",241.8,240,243.9,238.9,57.17K,0.77%,57.17,K,57170
"May 10, 2015",240,241.4,244.8,238.2,44.00K,-0.60%,44,K,44000
"May 09, 2015",241.4,243.7,247.9,238.5,62.79K,-0.96%,62.79,K,62790
"May 08, 2015",243.7,237.7,247,235.8,87.50K,2.53%,87.5,K,87500
"May 07, 2015",237.7,230,240.3,228.3,91.05K,3.35%,91.05,K,91050
"May 06, 2015",230,235.8,237.1,228.2,103.66K,-2.46%,103.66,K,103660
"May 05, 2015",235.8,239,239.6,231.8,77.87K,-1.32%,77.87,K,77870
"May 04, 2015",239,240,243.2,237.4,69.12K,-0.43%,69.12,K,69120
"May 03, 2015",240,235.3,243.6,233.8,55.72K,1.98%,55.72,K,55720
"May 02, 2015",235.3,233.2,236.4,231.7,37.08K,0.91%,37.08,K,37080
"May 01, 2015",233.2,235.8,239.4,232.4,60.14K,-1.09%,60.14,K,60140
"Apr 30, 2015",235.8,225.4,240,224.7,112.24K,4.59%,112.24,K,112240
"Apr 29, 2015",225.4,225.8,227.2,222.3,60.89K,-0.17%,60.89,K,60890
"Apr 28, 2015",225.8,229,229.9,222,65.97K,-1.38%,65.97,K,65970
"Apr 27, 2015",229,218.7,242.6,216.6,123.41K,4.69%,123.41,K,123410
"Apr 26, 2015",218.7,226.1,226.7,214.1,100.77K,-3.29%,100.77,K,100770
"Apr 25, 2015",226.1,231.1,232.3,223.1,43.78K,-2.14%,43.78,K,43780
"Apr 24, 2015",231.1,235.4,236.6,229.1,69.78K,-1.83%,69.78,K,69780
"Apr 23, 2015",235.4,233.8,236.1,232.6,42.45K,0.69%,42.45,K,42450
"Apr 22, 2015",233.8,233.7,238.4,231.8,77.56K,0.02%,77.56,K,77560
"Apr 21, 2015",233.7,224.2,235.3,223.3,68.35K,4.23%,68.35,K,68350
"Apr 20, 2015",224.2,223,226.7,221.6,44.87K,0.55%,44.87,K,44870
"Apr 19, 2015",223,223.4,226.9,222,35.50K,-0.15%,35.5,K,35500
"Apr 18, 2015",223.4,222.6,224.5,220.6,36.54K,0.34%,36.54,K,36540
"Apr 17, 2015",222.6,228,229.3,220.6,66.92K,-2.36%,66.92,K,66920
"Apr 16, 2015",228,223,229.5,222.9,84.89K,2.25%,84.89,K,84890
"Apr 15, 2015",223,218,223.6,217.1,77.23K,2.28%,77.23,K,77230
"Apr 14, 2015",218,223.6,224.7,214.3,115.19K,-2.50%,115.19,K,115190
"Apr 13, 2015",223.6,235.9,236.8,220.4,105.15K,-5.20%,105.15,K,105150
"Apr 12, 2015",235.9,236.5,237.5,232.3,33.03K,-0.27%,33.03,K,33030
"Apr 11, 2015",236.5,234.7,240,233.1,51.99K,0.75%,51.99,K,51990
"Apr 10, 2015",234.7,243.3,244.1,231.3,100.20K,-3.53%,100.2,K,100200
"Apr 09, 2015",243.3,244.6,246.2,237.6,69.19K,-0.51%,69.19,K,69190
"Apr 08, 2015",244.6,253,254.3,242.6,102.65K,-3.32%,102.65,K,102650
"Apr 07, 2015",253,255,255.6,250.1,44.79K,-0.78%,44.79,K,44790
"Apr 06, 2015",255,259.6,261.5,252.3,45.93K,-1.80%,45.93,K,45930
"Apr 05, 2015",259.6,252.9,260.3,250.6,43.83K,2.67%,43.83,K,43830
"Apr 04, 2015",252.9,254.5,255.2,250.3,30.72K,-0.62%,30.72,K,30720
"Apr 03, 2015",254.5,252.6,256.5,251.3,71.74K,0.74%,71.74,K,71740
"Apr 02, 2015",252.6,246.2,254.9,244.3,81.37K,2.58%,81.37,K,81370
"Apr 01, 2015",246.2,244.1,247.7,239.6,67.08K,0.86%,67.08,K,67080
"Mar 31, 2015",244.1,246.8,248.7,241.2,75.33K,-1.07%,75.33,K,75330
"Mar 30, 2015",246.8,242.1,248.8,236.6,85.33K,1.95%,85.33,K,85330
"Mar 29, 2015",242.1,252,252.8,238.9,77.54K,-3.94%,77.54,K,77540
"Mar 28, 2015",252,247.2,254.3,246.3,55.06K,1.95%,55.06,K,55060
"Mar 27, 2015",247.2,248,250.1,244.5,62.56K,-0.33%,62.56,K,62560
"Mar 26, 2015",248,246.4,254.7,243.5,89.47K,0.67%,89.47,K,89470
"Mar 25, 2015",246.4,246.7,249.2,234.8,131.44K,-0.14%,131.44,K,131440
"Mar 24, 2015",246.7,265.5,267,242.7,151.09K,-7.06%,151.09,K,151090
"Mar 23, 2015",265.5,268.6,271,259.4,81.45K,-1.16%,81.45,K,81450
"Mar 22, 2015",268.6,259.7,270.4,259,56.63K,3.41%,56.63,K,56630
"Mar 21, 2015",259.7,261.8,263.3,254,51.65K,-0.79%,51.65,K,51650
"Mar 20, 2015",261.8,260.9,264.7,257.9,52.83K,0.33%,52.83,K,52830
"Mar 19, 2015",260.9,255.9,264.8,247,180.69K,1.96%,180.69,K,180690
"Mar 18, 2015",255.9,285.4,285.6,248.2,206.74K,-10.32%,206.74,K,206740
"Mar 17, 2015",285.4,290.4,292.5,283.3,65.01K,-1.73%,65.01,K,65010
"Mar 16, 2015",290.4,284.9,294,284.8,66.34K,1.94%,66.34,K,66340
"Mar 15, 2015",284.9,281.6,286.4,280.4,39.46K,1.16%,39.46,K,39460
"Mar 14, 2015",281.6,287.2,288.4,279.3,75.72K,-1.95%,75.72,K,75720
"Mar 13, 2015",287.2,293.9,294.9,286.1,97.34K,-2.26%,97.34,K,97340
"Mar 12, 2015",293.9,295.6,297,290.8,107.32K,-0.59%,107.32,K,107320
"Mar 11, 2015",295.6,291.4,297.7,288.9,79.98K,1.45%,79.98,K,79980
"Mar 10, 2015",291.4,290,301,288.1,158.18K,0.47%,158.18,K,158180
"Mar 09, 2015",290,274.5,293.3,273.8,151.77K,5.66%,151.77,K,151770
"Mar 08, 2015",274.5,274.9,278.8,271.3,50.40K,-0.15%,50.4,K,50400
"Mar 07, 2015",274.9,272.6,278.3,269.4,60.72K,0.86%,60.72,K,60720
"Mar 06, 2015",272.6,275.2,278,269,98.80K,-0.97%,98.8,K,98800
"Mar 05, 2015",275.2,271.9,280.8,262.8,123.64K,1.22%,123.64,K,123640
"Mar 04, 2015",271.9,280.6,284.5,265.9,139.00K,-3.11%,139,K,139000
"Mar 03, 2015",280.6,273.8,287.1,266.1,164.82K,2.52%,164.82,K,164820
"Mar 02, 2015",273.8,257.9,274.8,256.1,81.09K,6.13%,81.09,K,81090
"Mar 01, 2015",257.9,254.1,260.6,244.8,51.33K,1.53%,51.33,K,51330
"Feb 28, 2015",254.1,253.5,255.4,248.7,39.41K,0.23%,39.41,K,39410
"Feb 27, 2015",253.5,236.5,258.7,235.7,167.81K,7.16%,167.81,K,167810
"Feb 26, 2015",236.5,237.3,238.2,233.5,50.87K,-0.34%,50.87,K,50870
"Feb 25, 2015",237.3,238.9,239.6,234.6,38.10K,-0.65%,38.1,K,38100
"Feb 24, 2015",238.9,238.8,240.3,235.5,45.03K,0.03%,45.03,K,45030
"Feb 23, 2015",238.8,235.7,240.1,231.3,62.67K,1.31%,62.67,K,62670
"Feb 22, 2015",235.7,244.4,246.5,232.7,75.70K,-3.55%,75.7,K,75700
"Feb 21, 2015",244.4,244.5,247.3,242.6,42.95K,-0.04%,42.95,K,42950
"Feb 20, 2015",244.5,241.9,247.8,238.8,83.59K,1.07%,83.59,K,83590
"Feb 19, 2015",241.9,235.2,244.1,234.9,66.05K,2.86%,66.05,K,66050
"Feb 18, 2015",235.2,243.2,245.5,231.7,99.66K,-3.29%,99.66,K,99660
"Feb 17, 2015",243.2,235.8,247.2,232,116.26K,3.13%,116.26,K,116260
"Feb 16, 2015",235.8,233.3,240,228,115.47K,1.10%,115.47,K,115470
"Feb 15, 2015",233.3,258.6,264.6,226.6,179.14K,-9.81%,179.14,K,179140
"Feb 14, 2015",258.6,236.2,261.3,235.4,133.80K,9.51%,133.8,K,133800
"Feb 13, 2015",236.2,221.8,241.6,220.6,112.25K,6.48%,112.25,K,112250
"Feb 12, 2015",221.8,218.8,223,217.3,50.11K,1.35%,50.11,K,50110
"Feb 11, 2015",218.8,219.7,223.5,217.3,71.73K,-0.38%,71.73,K,71730
"Feb 10, 2015",219.7,220.3,222.2,214.4,86.15K,-0.30%,86.15,K,86150
"Feb 09, 2015",220.3,223.7,225,215.7,91.69K,-1.49%,91.69,K,91690
"Feb 08, 2015",223.7,227.7,230.2,219.5,29.05K,-1.76%,29.05,K,29050
"Feb 07, 2015",227.7,223,231,222.4,39.76K,2.12%,39.76,K,39760
"Feb 06, 2015",223,216.5,226.2,215.6,52.52K,2.97%,52.52,K,52520
"Feb 05, 2015",216.5,226.6,229.9,214.4,40.64K,-4.44%,40.64,K,40640
"Feb 04, 2015",226.6,227.4,230.7,220.2,55.24K,-0.36%,55.24,K,55240
"Feb 03, 2015",227.4,238.9,247.5,223.9,63.08K,-4.79%,63.08,K,63080
"Feb 02, 2015",238.9,225.3,242.5,220.5,39.02K,6.02%,39.02,K,39020
"Feb 01, 2015",225.3,218.5,231.4,209.7,41.16K,3.10%,41.16,K,41160
"Jan 31, 2015",218.5,231.8,235.4,216.5,42.15K,-5.75%,42.15,K,42150
"Jan 30, 2015",231.8,234,244.8,227.2,48.23K,-0.92%,48.23,K,48230
"Jan 29, 2015",234,236.2,241.5,220.4,54.49K,-0.92%,54.49,K,54490
"Jan 28, 2015",236.2,263.3,267.7,228.1,63.77K,-10.29%,63.77,K,63770
"Jan 27, 2015",263.3,269.2,276.9,247.3,50.26K,-2.20%,50.26,K,50260
"Jan 26, 2015",269.2,252.1,310.9,251.5,105.71K,6.78%,105.71,K,105710
"Jan 25, 2015",252.1,248.2,256.4,241.4,50.19K,1.58%,50.19,K,50190
"Jan 24, 2015",248.2,232.2,248.9,229.6,33.24K,6.89%,33.24,K,33240
"Jan 23, 2015",232.2,232.7,237,224.8,38.17K,-0.23%,38.17,K,38170
"Jan 22, 2015",232.7,228.2,238.8,225.6,53.71K,1.99%,53.71,K,53710
"Jan 21, 2015",228.2,210.6,229.3,207.1,43.18K,8.37%,43.18,K,43180
"Jan 20, 2015",210.6,215.9,216.6,203.4,37.48K,-2.46%,37.48,K,37480
"Jan 19, 2015",215.9,210.6,219.5,205.5,31.58K,2.49%,31.58,K,31580
"Jan 18, 2015",210.6,199.6,220.7,192.5,40.37K,5.49%,40.37,K,40370
"Jan 17, 2015",199.6,206.9,212.6,191.7,43.13K,-3.51%,43.13,K,43130
"Jan 16, 2015",206.9,209.8,222.6,198.7,62.32K,-1.36%,62.32,K,62320
"Jan 15, 2015",209.8,164.9,231.3,164.6,124.67K,27.20%,124.67,K,124670
"Jan 14, 2015",164.9,221.3,230.9,157.3,170.68K,-25.47%,170.68,K,170680
"Jan 13, 2015",221.3,269.3,269.1,217.1,95.50K,-17.84%,95.5,K,95500
"Jan 12, 2015",269.3,264.8,273.1,263.3,25.39K,1.72%,25.39,K,25390
"Jan 11, 2015",264.8,273.4,278,263.8,15.11K,-3.14%,15.11,K,15110
"Jan 10, 2015",273.4,288,289.3,272,14.73K,-5.08%,14.73,K,14730
"Jan 09, 2015",288,282.7,290.6,277.3,20.93K,1.87%,20.93,K,20930
"Jan 08, 2015",282.7,291.3,292.7,279,20.18K,-2.97%,20.18,K,20180
"Jan 07, 2015",291.3,282.3,296.1,280.7,30.67K,3.21%,30.67,K,30670
"Jan 06, 2015",282.3,274.8,285.1,271.5,21.94K,2.70%,21.94,K,21940
"Jan 05, 2015",274.8,264.7,278.3,262.9,54.99K,3.82%,54.99,K,54990
"Jan 04, 2015",264.7,287.1,289.9,255.9,88.77K,-7.80%,88.77,K,88770
"Jan 03, 2015",287.1,315.2,315.8,284.9,47.37K,-8.91%,47.37,K,47370
"Jan 02, 2015",315.2,314.9,316.4,313.1,14.73K,0.10%,14.73,K,14730
"Jan 01, 2015",314.9,318.2,321.4,313.5,12.82K,-1.05%,12.82,K,12820
"Dec 31, 2014",318.2,311.3,319.1,308.9,20.50K,2.24%,20.5,K,20500
"Dec 30, 2014",311.3,314.1,316.2,309.3,22.78K,-0.91%,22.78,K,22780
"Dec 29, 2014",314.1,316.5,321.6,308.3,20.36K,-0.76%,20.36,K,20360
"Dec 28, 2014",316.5,315.3,322.8,310.5,20.41K,0.38%,20.41,K,20410
"Dec 27, 2014",315.3,330,330.7,312,21.63K,-4.44%,21.63,K,21630
"Dec 26, 2014",330,319,332.9,316.4,23.01K,3.45%,23.01,K,23010
"Dec 25, 2014",319,322.4,323.4,316.3,15.39K,-1.06%,15.39,K,15390
"Dec 24, 2014",322.4,335.3,336.3,320.6,21.52K,-3.83%,21.52,K,21520
"Dec 23, 2014",335.3,330.8,339.3,328,24.07K,1.33%,24.07,K,24070
"Dec 22, 2014",330.8,322.6,335.3,319.9,35.36K,2.54%,35.36,K,35360
"Dec 21, 2014",322.6,330.4,332,320.1,20.67K,-2.34%,20.67,K,20670
"Dec 20, 2014",330.4,317.8,332.6,316,29.92K,3.96%,29.92,K,29920
"Dec 19, 2014",317.8,310.3,320.2,306.4,41.71K,2.40%,41.71,K,41710
"Dec 18, 2014",310.3,320,325.6,303.4,60.52K,-3.02%,60.52,K,60520
"Dec 17, 2014",320,330.2,335.7,314.3,61.34K,-3.09%,61.34,K,61340
"Dec 16, 2014",330.2,345.4,346.5,328.9,38.59K,-4.39%,38.59,K,38590
"Dec 15, 2014",345.4,349.4,351.2,343.6,22.16K,-1.14%,22.16,K,22160
"Dec 14, 2014",349.4,348.2,351.6,344.6,12.34K,0.32%,12.34,K,12340
"Dec 13, 2014",348.2,353.4,353.1,343.8,19.54K,-1.46%,19.54,K,19540
"Dec 12, 2014",353.4,347.7,356.4,346,26.85K,1.65%,26.85,K,26850
"Dec 11, 2014",347.7,347.9,367.1,337.8,51.08K,-0.07%,51.08,K,51080
"Dec 10, 2014",347.9,352.2,354.1,345.1,27.13K,-1.21%,27.13,K,27130
"Dec 09, 2014",352.2,365,365.4,343.8,43.83K,-3.50%,43.83,K,43830
"Dec 08, 2014",365,376.5,377.4,364.6,22.92K,-3.06%,22.92,K,22920
"Dec 07, 2014",376.5,376.3,377.9,372.5,8.81K,0.06%,8.81,K,8810
"Dec 06, 2014",376.3,377.6,380.3,372,11.07K,-0.36%,11.07,K,11070
"Dec 05, 2014",377.6,369.8,379.7,366.4,29.99K,2.11%,29.99,K,29990
"Dec 04, 2014",369.8,377,380.4,366.2,25.33K,-1.89%,25.33,K,25330
"Dec 03, 2014",377,380.6,384.7,373.6,23.51K,-0.97%,23.51,K,23510
"Dec 02, 2014",380.6,378.6,384.9,375.4,25.29K,0.54%,25.29,K,25290
"Dec 01, 2014",378.6,374.9,383.6,373,19.67K,0.98%,19.67,K,19670
