Date,Adj Close,Volume
4/9/09,5376.439941,7600710000
4/13/09,5410.279785,6434890000
4/14/09,5301.5,7569840000
4/15/09,5384.970215,6241100000
4/16/09,5454.27002,6598670000
4/17/09,5480.600098,7352010000
4/20/09,5220.120117,6973960000
4/21/09,5339.589844,7436490000
4/22/09,5290.609863,7327860000
4/23/09,5372.100098,6563100000
4/24/09,5468.410156,7114440000
4/27/09,5389.830078,5613460000
4/28/09,5369.850098,6328000000
4/29/09,5516.140137,6101620000
4/30/09,5513.359863,6862540000
5/1/09,5568.759766,5312170000
5/4/09,5800.220215,7038840000
5/5/09,5770.759766,6882860000
5/6/09,5890.549805,8555040000
5/7/09,5800.089844,9120100000
5/8/09,6000.390137,8163280000
5/11/09,5849.299805,6150600000
5/12/09,5859.140137,6871750000
5/13/09,5666.470215,7091820000
5/14/09,5733.450195,6134870000
5/15/09,5662.890137,5439720000
5/18/09,5865.870117,5702150000
5/19/09,5872.220215,6616270000
5/20/09,5870.390137,8205060000
5/21/09,5780.540039,6019840000
5/22/09,5789.620117,5155320000
5/26/09,5936.580078,5667050000
5/27/09,5823.560059,5698800000
5/28/09,5917.060059,5738980000
5/29/09,6004.069824,6050420000
6/1/09,6169.069824,6370440000
6/2/09,6182.870117,5987340000
6/3/09,6033.899902,5323770000
6/4/09,6110.759766,5352890000
6/5/09,6082.640137,5277910000
6/8/09,6068.560059,4483430000
6/9/09,6101.569824,4439950000
6/10/09,6098.060059,5379420000
6/11/09,6163.129883,5500840000
6/12/09,6148.609863,4528120000
6/15/09,5967.259766,4697880000
6/16/09,5886.759766,4951200000
6/17/09,5864.549805,5523650000
6/18/09,5906.200195,4684010000
6/19/09,5934.240234,5713390000
6/22/09,5725.069824,4903940000
6/23/09,5759.490234,5071020000
6/24/09,5795.720215,4636720000
6/25/09,5911.029785,4911240000
6/26/09,5906.959961,6076660000
6/29/09,5962.5,4211760000
6/30/09,5905.149902,4627570000
7/1/09,5954.009766,3919400000
7/2/09,5775.240234,3931000000
7/6/09,5770,4712580000
7/7/09,5654.640137,4673300000
7/8/09,5624.569824,5721780000
7/9/09,5667.370117,4347170000
7/10/09,5627.52002,3912080000
7/13/09,5761.370117,4499440000
7/14/09,5805.580078,4149030000
7/15/09,5993.160156,5238830000
7/16/09,6043.049805,4898640000
7/17/09,6038.109863,5141380000
7/20/09,6141.299805,4853150000
7/21/09,6154.390137,5309300000
7/22/09,6151.399902,4634100000
7/23/09,6302.52002,5761650000
7/24/09,6337.459961,4458300000
7/27/09,6364.660156,4631290000
7/28/09,6328.669922,5490350000
7/29/09,6280.569824,5178770000
7/30/09,6384.310059,6035180000
7/31/09,6424.279785,5139070000
8/3/09,6565.649902,5603440000
8/4/09,6569.140137,5713700000
8/5/09,6558.189941,7242120000
8/6/09,6517.669922,6753380000
8/7/09,6586.709961,6827090000
8/10/09,6550.049805,5406080000
8/11/09,6463.620117,5773160000
8/12/09,6538.870117,5498170000
8/13/09,6604.100098,5250660000
8/14/09,6537.819824,4940750000
8/17/09,6352.109863,4854970000
8/18/09,6437.069824,4198970000
8/19/09,6479.279785,4257000000
8/20/09,6553.399902,4893160000
8/21/09,6676.259766,5885550000
8/24/09,6671.140137,6302450000
8/25/09,6697.220215,5768740000
8/26/09,6687.939941,5080060000
8/27/09,6722.310059,5785880000
8/28/09,6709.040039,5785780000
8/31/09,6643.240234,5004560000
9/1/09,6487.810059,6862360000
9/2/09,6474.790039,5842730000
9/3/09,6546.600098,4624280000
9/4/09,6637.129883,4097370000
9/8/09,6726.069824,5235160000
9/9/09,6772.399902,5202550000
9/10/09,6850.810059,5191380000
9/11/09,6843.819824,4922600000
9/14/09,6879.990234,4979610000
9/15/09,6917.069824,6185620000
9/16/09,7038.140137,6793530000
9/17/09,7002.169922,6668110000
9/18/09,7016.919922,5607970000
9/21/09,6968.589844,4615280000
9/22/09,7047.129883,5246600000
9/23/09,6964.689941,5531930000
9/24/09,6862.310059,5505610000
9/25/09,6823.509766,4507090000
9/28/09,6939.759766,3726950000
9/29/09,6926.819824,4949900000
9/30/09,6910.879883,5998860000
10/1/09,6718.049805,5791450000
10/2/09,6674.569824,5583240000
10/5/09,6795.129883,4313310000
10/6/09,6899.680176,5029840000
10/7/09,6912.649902,4238220000
10/8/09,6990.669922,4988400000
10/9/09,7015.540039,3763780000
10/12/09,7051.160156,3710430000
10/13/09,7031.870117,4320480000
10/14/09,7182.379883,5406420000
10/15/09,7204.049805,5369780000
10/16/09,7133.959961,4894740000
10/19/09,7222.209961,4619240000
10/20/09,7158.27002,5396930000
10/21/09,7107.209961,5616290000
10/22/09,7182.910156,5192410000
10/23/09,7066.799805,4767460000
10/26/09,6960.089844,6363380000
10/27/09,6932.040039,5337380000
10/28/09,6765.689941,6600350000
10/29/09,6955.310059,5595040000
10/30/09,6739.450195,6512420000
11/2/09,6784.939941,6202640000
11/3/09,6812.700195,5487500000
11/4/09,6830.430176,5635510000
11/5/09,6950.140137,4848350000
11/6/09,6958.290039,4277130000
11/9/09,7135.330078,4460030000
11/10/09,7126.419922,4394770000
11/11/09,7155.359863,4286700000
11/12/09,7063.049805,4160250000
11/13/09,7119.890137,3792610000
11/16/09,7237.100098,4565850000
11/17/09,7234.060059,3824070000
11/18/09,7226.709961,4293340000
11/19/09,7117.640137,4178030000
11/20/09,7084.470215,3751230000
11/23/09,7186.330078,3827920000
11/24/09,7170.259766,3700820000
11/25/09,7232.120117,3036350000
11/27/09,7070.089844,2362910000
11/30/09,7092.359863,3895520000
12/1/09,7212.080078,4249310000
12/2/09,7222.419922,3941340000
12/3/09,7157.049805,4810030000
12/4/09,7182.709961,0
12/7/09,7155.72998,4103360000
12/8/09,7056.259766,4748030000
12/9/09,7067.620117,4115410000
12/10/09,7104.5,3996490000
12/11/09,7125.120117,3791090000
12/14/09,7186.490234,4548490000
12/15/09,7141.439941,5045100000
12/16/09,7180.77002,4829820000
12/17/09,7063.75,7615070000
12/18/09,7086.189941,6325890000
12/21/09,7147.149902,3977340000
12/22/09,7184.180176,3641130000
12/23/09,7217.200195,3166870000
12/24/09,7255,1267710000
12/28/09,7261.240234,2716400000
12/29/09,7252.189941,2491020000
12/30/09,7241.240234,2277300000
12/31/09,7184.959961,2076990000
1/4/10,7326.740234,3991400000
1/5/10,7354.870117,2491020000
1/6/10,7377.700195,4972660000
1/7/10,7393.930176,5270680000
1/8/10,7425.350098,4389590000
1/11/10,7449.049805,4255780000
1/12/10,7370.450195,4716160000
1/13/10,7430.140137,4170360000
1/14/10,7448.52002,3915200000
1/15/10,7356.790039,4758730000
1/19/10,7443.680176,4724830000
1/20/10,7329.830078,4810560000
1/21/10,7174.459961,6874290000
1/22/10,7030.609863,6208650000
1/25/10,7073.129883,4481390000
1/26/10,7028.319824,4731910000
1/27/10,7035.609863,5319120000
1/28/10,6956.990234,5452400000
1/29/10,6883.779785,5412850000
2/1/10,7008.22998,4077610000
2/2/10,7101.439941,4749540000
2/3/10,7042.620117,4285450000
2/4/10,6787.859863,5859690000
2/5/10,6782.75,6438900000
2/8/10,6713.870117,4089820000
2/9/10,6835.160156,5114260000
2/10/10,6819.120117,4251450000
2/11/10,6898.720215,4400870000
2/12/10,6874.560059,4160680000
2/16/10,7013.350098,4080770000
2/17/10,7035.200195,4259230000
2/18/10,7080.379883,3878620000
2/19/10,7083.25,3944280000
2/22/10,7078.529785,3814440000
2/23/10,6974.600098,4521050000
2/24/10,7030.669922,4168360000
2/25/10,7013.450195,4521130000
2/26/10,7035.040039,3945190000
3/1/10,7100.75,3847640000
3/2/10,7135.970215,4134680000
3/3/10,7164.660156,3951320000
3/4/10,7173.069824,3945010000
3/5/10,7291.310059,4133000000
3/8/10,7292.529785,3774680000
3/9/10,7294.02002,5185570000
3/10/10,7327.669922,5469120000
3/11/10,7353.240234,4669060000
3/12/10,7362.850098,4928160000
3/15/10,7350.959961,4164110000
3/16/10,7426.700195,4369770000
3/17/10,7474.129883,4963200000
3/18/10,7443.569824,4234510000
3/19/10,7386.850098,5212410000
3/22/10,7419.02002,4261680000
3/23/10,7478.859863,4411640000
3/24/10,7408.160156,4705750000
3/25/10,7385.600098,5668900000
3/26/10,7403.580078,4708420000
3/29/10,7464.899902,4375580000
3/30/10,7460.720215,4085000000
3/31/10,7447.799805,4484340000
4/1/10,7539.049805,4006870000
4/5/10,7600.930176,3881620000
4/6/10,7604.439941,4086180000
4/7/10,7546.180176,5101430000
4/8/10,7565.330078,4726970000
4/9/10,7629.049805,4511570000
4/12/10,7641.75,4607090000
4/13/10,7638.350098,5403580000
4/14/10,7728.959961,5760040000
4/15/10,7719.660156,5995330000
4/16/10,7584.620117,8108470000
4/19/10,7596.560059,6597740000
4/20/10,7669.109863,5316590000
4/21/10,7644.669922,5724310000
4/22/10,7642.830078,6035780000
4/23/10,7701.609863,5326060000
4/26/10,7677.649902,5647760000
4/27/10,7463.089844,7454540000
4/28/10,7499.720215,6342310000
4/29/10,7589.290039,6059410000
4/30/10,7474.399902,6048260000
5/3/10,7543.120117,4938050000
5/4/10,7337.25,6594720000
5/5/10,7258.02002,6795940000
5/6/10,7011.919922,10617810000
5/7/10,6916.180176,9472910000
5/10/10,7257.620117,6893700000
5/11/10,7221.660156,5842550000
5/12/10,7316.359863,5225460000
5/13/10,7234.370117,4870640000
5/14/10,7077.640137,6126400000
5/17/10,7063.830078,5922920000
5/18/10,6959.209961,6170840000
5/19/10,6927.209961,6765800000
5/20/10,6653,8328570000
5/21/10,6775.450195,5452130000
5/24/10,6666.740234,5224040000
5/25/10,6665.830078,7329580000
5/26/10,6631.359863,4521050000
5/27/10,6893.290039,5698460000
5/28/10,6791.569824,4871210000
6/1/10,6661.100098,5271480000
6/2/10,6839.609863,5026360000
6/3/10,6860.390137,4995970000
6/4/10,6600.27002,6180580000
6/7/10,6512.419922,5467560000
6/8/10,6596.120117,6192750000
6/9/10,6559.709961,5983200000
6/10/10,6783.509766,5144780000
6/11/10,6814.759766,4059280000
6/14/10,6817.970215,4425830000
6/15/10,6989.879883,4644490000
6/16/10,6976.080078,5002600000
6/17/10,6982.040039,4557760000
6/18/10,6988.25,4555360000
6/21/10,6978.859863,4514360000
6/22/10,6858.950195,4514380000
6/23/10,6850.049805,4526150000
6/24/10,6730.240234,4814830000
6/25/10,6763.930176,5128840000
6/28/10,6736.600098,3896410000
6/29/10,6520.089844,6136700000
6/30/10,6469.649902,5067080000
7/1/10,6462.029785,6435770000
7/2/10,6434.810059,3968500000
7/6/10,6486.089844,4691240000
7/7/10,6685.779785,4931220000
7/8/10,6755.810059,4548460000
7/9/10,6808.709961,3506570000
7/12/10,6794.47998,3426990000
7/13/10,6907.779785,4640460000
7/14/10,6903.359863,4521050000
7/15/10,6916.810059,4552470000
7/16/10,6709.509766,5297350000
7/19/10,6739.640137,4089500000
7/20/10,6820.040039,4713280000
7/21/10,6731.160156,4747180000
7/22/10,6901.910156,4826900000
7/23/10,6965.109863,4524570000
7/26/10,7046,4009650000
7/27/10,7044.990234,4725690000
7/28/10,6999.180176,4002390000
7/29/10,6994.569824,4612420000
7/30/10,6998.990234,4006450000
8/2/10,7174.899902,4144180000
8/3/10,7146.990234,4071820000
8/4/10,7182.140137,4057850000
8/5/10,7174.27002,3685560000
8/6/10,7153.720215,3857890000
8/9/10,7188.299805,3979360000
8/10/10,7139.75,3979360000
8/11/10,6902.709961,4511860000
8/12/10,6881.939941,4521050000
8/13/10,6861.040039,3328890000
8/16/10,6871.580078,3142450000
8/17/10,6959.790039,3968210000
8/18/10,6968.080078,3724260000
8/19/10,6850.450195,4290540000
8/20/10,6813.149902,3761570000
8/23/10,6784.970215,3210950000
8/24/10,6681.029785,4436330000
8/25/10,6696.120117,4360190000
8/26/10,6665.259766,3646710000
8/27/10,6794.910156,4102460000
8/30/10,6695.279785,2917990000
8/31/10,6704.149902,4038770000
9/1/10,6910.97998,4396880000
9/2/10,6966.25,3704210000
9/3/10,7055.029785,3534500000
9/7/10,6959.939941,3107380000
9/8/10,6999.939941,3224640000
9/9/10,7034.370117,3387770000
9/10/10,7067.509766,0
9/13/10,7156.180176,4521050000
9/14/10,7162.080078,4521050000
9/15/10,7179.790039,3369840000
9/16/10,7169.47998,3364080000
9/17/10,7154.649902,4086140000
9/20/10,7266.02002,3364080000
9/21/10,7245.950195,4175660000
9/22/10,7210.850098,3911070000
9/23/10,7141.509766,3847850000
9/24/10,7301.040039,4123950000
9/27/10,7263.370117,3587860000
9/28/10,7310.319824,4025840000
9/29/10,7299.310059,3990280000
9/30/10,7281.069824,4284160000
10/1/10,7335.910156,4298910000
10/4/10,7272.529785,3604110000
10/5/10,7434.180176,4068840000
10/6/10,7448.330078,4073160000
10/7/10,7425.009766,3910550000
10/8/10,7478.419922,3871420000
10/11/10,7479.009766,3118110000
10/12/10,7489.620117,4076170000
10/13/10,7561.5,4969410000
10/14/10,7546.589844,4969410000
10/15/10,7520.600098,5724910000
10/18/10,7571.100098,4450050000
10/19/10,7423.649902,5600120000
10/20/10,7523.810059,5027880000
10/21/10,7515.669922,4625470000
10/22/10,7522.910156,3177890000
10/25/10,7546.379883,4221380000
10/26/10,7530.799805,4203680000
10/27/10,7480.870117,4335670000
10/28/10,7504.850098,4283460000
10/29/10,7513.350098,3537880000
11/1/10,7509.209961,4129180000
11/2/10,7582.140137,3866200000
11/3/10,7608.410156,4665480000
11/4/10,7782.430176,5695470000
11/5/10,7800.660156,5637460000
11/8/10,7782.200195,3937230000
11/9/10,7702.310059,4848040000
11/10/10,7747.459961,4561300000
11/11/10,7723.240234,3931120000
11/12/10,7623.240234,4213620000
11/15/10,7617.509766,3503370000
11/16/10,7472.629883,5116380000
11/17/10,7488.759766,3904780000
11/18/10,7619.939941,4687260000
11/19/10,7641.080078,3675390000
11/22/10,7610.299805,3689500000
11/23/10,7470.77002,4133070000
11/24/10,7579.259766,3384250000
11/26/10,7500.540039,1613820000
11/29/10,7483.339844,3673450000
11/30/10,7430.939941,4284700000
12/1/10,7603.72998,4548110000
12/2/10,7712.25,4970800000
12/3/10,7751.580078,3735780000
12/6/10,7740.689941,3527370000
12/7/10,7739.640137,6970630000
12/8/10,7750.319824,4607590000
12/9/10,7782.140137,4522510000
12/10/10,7823.299805,4547310000
12/13/10,7850.02002,4361240000
12/14/10,7855.220215,4132350000
12/15/10,7798.779785,4407340000
12/16/10,7840.240234,4736820000
12/17/10,7835.310059,4632470000
12/20/10,7846.959961,3548140000
12/21/10,7906.100098,3479670000
12/22/10,7931.759766,0
12/23/10,7925.359863,2515020000
12/27/10,7920.939941,1992470000
12/28/10,7931.669922,2478450000
12/29/10,7961.47998,2214380000
12/30/10,7951.910156,1970720000
12/31/10,7964.02002,1799770000
1/3/11,8043.970215,4286670000
1/4/11,8022.180176,4796420000
1/5/11,8040.040039,4764920000
1/6/11,8000.899902,4844100000
1/7/11,7980.319824,4963110000
1/10/11,7966.089844,4036450000
1/11/11,8018.680176,4050750000
1/12/11,8122.97998,4226940000
1/13/11,8119.430176,4310840000
1/14/11,8174.120117,4661590000
1/18/11,8190.910156,5284990000
1/19/11,8104.919922,4743710000
1/20/11,8076.720215,4935320000
1/21/11,8105.75,4935320000
1/24/11,8157.419922,3902470000
1/25/11,8141.129883,4595380000
1/26/11,8193.639648,4730980000
1/27/11,8207.05957,4309190000
1/28/11,8062.640137,5618630000
1/31/11,8139.160156,4167160000
2/1/11,8290.089844,5164500000
2/2/11,8272.570313,4098260000
2/3/11,8289.049805,4370990000
2/4/11,8288.5,3925950000
2/7/11,8336.639648,3902270000
2/8/11,8379.849609,3881530000
2/9/11,8343.990234,3922240000
2/10/11,8337.129883,4184610000
2/11/11,8374.889648,4219300000
2/14/11,8405.150391,3567040000
2/15/11,8383.669922,3926860000
2/16/11,8453.759766,1966450000
2/17/11,8497.410156,1966450000
2/18/11,8507.900391,1162310000
2/22/11,8325.860352,1322780000
2/23/11,8292.919922,1330340000
2/24/11,8276.290039,1222900000
2/25/11,8378.040039,3836030000
2/28/11,8438.549805,1252850000
3/1/11,8315.849609,1180420000
3/2/11,8338.759766,1025000000
3/3/11,8465.450195,4340470000
3/4/11,8413.049805,4223740000
3/7/11,8337.019531,3964730000
3/8/11,8394.040039,4531420000
3/9/11,8379.44043,3709520000
3/10/11,8200.070313,4723020000
3/11/11,8248.530273,3740400000
3/14/11,8193.959961,4050370000
3/15/11,8092.109863,5201400000
3/16/11,7929.870117,5833000000
3/17/11,8064.859863,4134950000
3/18/11,8116.399902,4685500000
3/21/11,8256.360352,4223730000
3/22/11,8228.410156,3576550000
3/23/11,8248.830078,3842350000
3/24/11,8311.610352,4223740000
3/25/11,8321.780273,4223740000
3/28/11,8296.519531,3215170000
3/29/11,8345.379883,3482580000
3/30/11,8416.69043,3809570000
3/31/11,8404.980469,3566270000
4/1/11,8469.339844,4223740000
4/4/11,8482.410156,4223740000
4/5/11,8488.389648,3852280000
4/6/11,8508.230469,4223740000
4/7/11,8489.330078,4005600000
4/8/11,8483.94043,3582810000
4/11/11,8445.769531,3478970000
4/12/11,8360.459961,4275490000
4/13/11,8367.30957,3850860000
4/14/11,8374.160156,3872630000
4/15/11,8400.30957,4223740000
4/18/11,8277.110352,4223740000
4/19/11,8332.030273,3886300000
4/20/11,8457.650391,4236280000
4/21/11,8504.360352,3587240000
4/25/11,8485.25,2142130000
4/26/11,8554.990234,3908060000
4/27/11,8609.280273,4051570000
4/28/11,8639.730469,4036820000
4/29/11,8671.410156,3479070000
5/2/11,8649.610352,3846250000
5/3/11,8584.679688,4223740000
5/4/11,8506.610352,4223740000
5/5/11,8397.400391,3846250000
5/6/11,8425.900391,4223740000
5/9/11,8478.19043,4265250000
5/10/11,8550.490234,4223740000
5/11/11,8428.089844,3846250000
5/12/11,8456.179688,3777210000
5/13/11,8371.669922,3426660000
5/16/11,8336.589844,3846250000
5/17/11,8333.070313,4053970000
5/18/11,8407.480469,3922030000
5/19/11,8427.950195,3626110000
5/20/11,8357.530273,4066020000
5/23/11,8236.549805,3255580000
5/24/11,8252.459961,3846250000
5/25/11,8295.370117,4109670000
5/26/11,8341.660156,3259470000
5/27/11,8386.339844,3124560000
5/31/11,8477.280273,4696240000
6/1/11,8281.589844,4241090000
6/2/11,8277.759766,3762170000
6/3/11,8222.150391,3505030000
6/6/11,8115.870117,3555980000
6/7/11,8131.689941,3846250000
6/8/11,8081.350098,3970810000
6/9/11,8149.649902,3332510000
6/10/11,8016.390137,3846250000
6/13/11,8017.060059,4132520000
6/14/11,8132.77002,3500280000
6/15/11,7967.810059,4070500000
6/16/11,7963.600098,3846250000
6/17/11,8000.109863,4916460000
6/20/11,8032.220215,3464660000
6/21/11,8156.27002,4056150000
6/22/11,8101.839844,3718420000
6/23/11,8054.080078,4983450000
6/24/11,7974.720215,3665340000
6/27/11,8031.080078,3479070000
6/28/11,8135.97998,3681500000
6/29/11,8228.5,4347540000
6/30/11,8319.099609,4200500000
7/1/11,8425.480469,3796930000
7/5/11,8404.629883,3722320000
7/6/11,8396.480469,3564190000
7/7/11,8476.129883,4069530000
7/8/11,8410.19043,3594360000
7/11/11,8228.730469,3879130000
7/12/11,8192.75,4227890000
7/13/11,8246.799805,4060080000
7/14/11,8191.129883,4358570000
7/15/11,8227.040039,4242760000
7/18/11,8135.529785,4118160000
7/19/11,8254.379883,4304600000
7/20/11,8281.830078,3767420000
7/21/11,8411.450195,4837430000
7/22/11,8408.200195,3522830000
