Date,president_name,president_code
"Jun 01, 2018",Donald Trump,1
"May 31, 2018",Donald Trump,1
"May 30, 2018",Donald Trump,1
"May 29, 2018",Donald Trump,1
"May 28, 2018",Donald Trump,1
"May 27, 2018",Donald Trump,1
"May 26, 2018",Donald Trump,1
"May 25, 2018",Donald Trump,1
"May 24, 2018",Donald Trump,1
"May 23, 2018",Donald Trump,1
"May 22, 2018",Donald Trump,1
"May 21, 2018",Donald Trump,1
"May 20, 2018",Donald Trump,1
"May 19, 2018",Donald Trump,1
"May 18, 2018",Donald Trump,1
"May 17, 2018",Donald Trump,1
"May 16, 2018",Donald Trump,1
"May 15, 2018",Donald Trump,1
"May 14, 2018",Donald Trump,1
"May 13, 2018",Donald Trump,1
"May 12, 2018",Donald Trump,1
"May 11, 2018",Donald Trump,1
"May 10, 2018",Donald Trump,1
"May 09, 2018",Donald Trump,1
"May 08, 2018",Donald Trump,1
"May 07, 2018",Donald Trump,1
"May 06, 2018",Donald Trump,1
"May 05, 2018",Donald Trump,1
"May 04, 2018",Donald Trump,1
"May 03, 2018",Donald Trump,1
"May 02, 2018",Donald Trump,1
"May 01, 2018",Donald Trump,1
"Apr 30, 2018",Donald Trump,1
"Apr 29, 2018",Donald Trump,1
"Apr 28, 2018",Donald Trump,1
"Apr 27, 2018",Donald Trump,1
"Apr 26, 2018",Donald Trump,1
"Apr 25, 2018",Donald Trump,1
"Apr 24, 2018",Donald Trump,1
"Apr 23, 2018",Donald Trump,1
"Apr 22, 2018",Donald Trump,1
"Apr 21, 2018",Donald Trump,1
"Apr 20, 2018",Donald Trump,1
"Apr 19, 2018",Donald Trump,1
"Apr 18, 2018",Donald Trump,1
"Apr 17, 2018",Donald Trump,1
"Apr 16, 2018",Donald Trump,1
"Apr 15, 2018",Donald Trump,1
"Apr 14, 2018",Donald Trump,1
"Apr 13, 2018",Donald Trump,1
"Apr 12, 2018",Donald Trump,1
"Apr 11, 2018",Donald Trump,1
"Apr 10, 2018",Donald Trump,1
"Apr 09, 2018",Donald Trump,1
"Apr 08, 2018",Donald Trump,1
"Apr 07, 2018",Donald Trump,1
"Apr 06, 2018",Donald Trump,1
"Apr 05, 2018",Donald Trump,1
"Apr 04, 2018",Donald Trump,1
"Apr 03, 2018",Donald Trump,1
"Apr 02, 2018",Donald Trump,1
"Apr 01, 2018",Donald Trump,1
"Mar 31, 2018",Donald Trump,1
"Mar 30, 2018",Donald Trump,1
"Mar 29, 2018",Donald Trump,1
"Mar 28, 2018",Donald Trump,1
"Mar 27, 2018",Donald Trump,1
"Mar 26, 2018",Donald Trump,1
"Mar 25, 2018",Donald Trump,1
"Mar 24, 2018",Donald Trump,1
"Mar 23, 2018",Donald Trump,1
"Mar 22, 2018",Donald Trump,1
"Mar 21, 2018",Donald Trump,1
"Mar 20, 2018",Donald Trump,1
"Mar 19, 2018",Donald Trump,1
"Mar 18, 2018",Donald Trump,1
"Mar 17, 2018",Donald Trump,1
"Mar 16, 2018",Donald Trump,1
"Mar 15, 2018",Donald Trump,1
"Mar 14, 2018",Donald Trump,1
"Mar 13, 2018",Donald Trump,1
"Mar 12, 2018",Donald Trump,1
"Mar 11, 2018",Donald Trump,1
"Mar 10, 2018",Donald Trump,1
"Mar 09, 2018",Donald Trump,1
"Mar 08, 2018",Donald Trump,1
"Mar 07, 2018",Donald Trump,1
"Mar 06, 2018",Donald Trump,1
"Mar 05, 2018",Donald Trump,1
"Mar 04, 2018",Donald Trump,1
"Mar 03, 2018",Donald Trump,1
"Mar 02, 2018",Donald Trump,1
"Mar 01, 2018",Donald Trump,1
"Feb 28, 2018",Donald Trump,1
"Feb 27, 2018",Donald Trump,1
"Feb 26, 2018",Donald Trump,1
"Feb 25, 2018",Donald Trump,1
"Feb 24, 2018",Donald Trump,1
"Feb 23, 2018",Donald Trump,1
"Feb 22, 2018",Donald Trump,1
"Feb 21, 2018",Donald Trump,1
"Feb 20, 2018",Donald Trump,1
"Feb 19, 2018",Donald Trump,1
"Feb 18, 2018",Donald Trump,1
"Feb 17, 2018",Donald Trump,1
"Feb 16, 2018",Donald Trump,1
"Feb 15, 2018",Donald Trump,1
"Feb 14, 2018",Donald Trump,1
"Feb 13, 2018",Donald Trump,1
"Feb 12, 2018",Donald Trump,1
"Feb 11, 2018",Donald Trump,1
"Feb 10, 2018",Donald Trump,1
"Feb 09, 2018",Donald Trump,1
"Feb 08, 2018",Donald Trump,1
"Feb 07, 2018",Donald Trump,1
"Feb 06, 2018",Donald Trump,1
"Feb 05, 2018",Donald Trump,1
"Feb 04, 2018",Donald Trump,1
"Feb 03, 2018",Donald Trump,1
"Feb 02, 2018",Donald Trump,1
"Feb 01, 2018",Donald Trump,1
"Jan 31, 2018",Donald Trump,1
"Jan 30, 2018",Donald Trump,1
"Jan 29, 2018",Donald Trump,1
"Jan 28, 2018",Donald Trump,1
"Jan 27, 2018",Donald Trump,1
"Jan 26, 2018",Donald Trump,1
"Jan 25, 2018",Donald Trump,1
"Jan 24, 2018",Donald Trump,1
"Jan 23, 2018",Donald Trump,1
"Jan 22, 2018",Donald Trump,1
"Jan 21, 2018",Donald Trump,1
"Jan 20, 2018",Donald Trump,1
"Jan 19, 2018",Donald Trump,1
"Jan 18, 2018",Donald Trump,1
"Jan 17, 2018",Donald Trump,1
"Jan 16, 2018",Donald Trump,1
"Jan 15, 2018",Donald Trump,1
"Jan 14, 2018",Donald Trump,1
"Jan 13, 2018",Donald Trump,1
"Jan 12, 2018",Donald Trump,1
"Jan 11, 2018",Donald Trump,1
"Jan 10, 2018",Donald Trump,1
"Jan 09, 2018",Donald Trump,1
"Jan 08, 2018",Donald Trump,1
"Jan 07, 2018",Donald Trump,1
"Jan 06, 2018",Donald Trump,1
"Jan 05, 2018",Donald Trump,1
"Jan 04, 2018",Donald Trump,1
"Jan 03, 2018",Donald Trump,1
"Jan 02, 2018",Donald Trump,1
"Jan 01, 2018",Donald Trump,1
"Dec 31, 2017",Donald Trump,1
"Dec 30, 2017",Donald Trump,1
"Dec 29, 2017",Donald Trump,1
"Dec 28, 2017",Donald Trump,1
"Dec 27, 2017",Donald Trump,1
"Dec 26, 2017",Donald Trump,1
"Dec 25, 2017",Donald Trump,1
"Dec 24, 2017",Donald Trump,1
"Dec 23, 2017",Donald Trump,1
"Dec 22, 2017",Donald Trump,1
"Dec 21, 2017",Donald Trump,1
"Dec 20, 2017",Donald Trump,1
"Dec 19, 2017",Donald Trump,1
"Dec 18, 2017",Donald Trump,1
"Dec 17, 2017",Donald Trump,1
"Dec 16, 2017",Donald Trump,1
"Dec 15, 2017",Donald Trump,1
"Dec 14, 2017",Donald Trump,1
"Dec 13, 2017",Donald Trump,1
"Dec 12, 2017",Donald Trump,1
"Dec 11, 2017",Donald Trump,1
"Dec 10, 2017",Donald Trump,1
"Dec 09, 2017",Donald Trump,1
"Dec 08, 2017",Donald Trump,1
"Dec 07, 2017",Donald Trump,1
"Dec 06, 2017",Donald Trump,1
"Dec 05, 2017",Donald Trump,1
"Dec 04, 2017",Donald Trump,1
"Dec 03, 2017",Donald Trump,1
"Dec 02, 2017",Donald Trump,1
"Dec 01, 2017",Donald Trump,1
"Nov 30, 2017",Donald Trump,1
"Nov 29, 2017",Donald Trump,1
"Nov 28, 2017",Donald Trump,1
"Nov 27, 2017",Donald Trump,1
"Nov 26, 2017",Donald Trump,1
"Nov 25, 2017",Donald Trump,1
"Nov 24, 2017",Donald Trump,1
"Nov 23, 2017",Donald Trump,1
"Nov 22, 2017",Donald Trump,1
"Nov 21, 2017",Donald Trump,1
"Nov 20, 2017",Donald Trump,1
"Nov 19, 2017",Donald Trump,1
"Nov 18, 2017",Donald Trump,1
"Nov 17, 2017",Donald Trump,1
"Nov 16, 2017",Donald Trump,1
"Nov 15, 2017",Donald Trump,1
"Nov 14, 2017",Donald Trump,1
"Nov 13, 2017",Donald Trump,1
"Nov 12, 2017",Donald Trump,1
"Nov 11, 2017",Donald Trump,1
"Nov 10, 2017",Donald Trump,1
"Nov 09, 2017",Donald Trump,1
"Nov 08, 2017",Donald Trump,1
"Nov 07, 2017",Donald Trump,1
"Nov 06, 2017",Donald Trump,1
"Nov 05, 2017",Donald Trump,1
"Nov 04, 2017",Donald Trump,1
"Nov 03, 2017",Donald Trump,1
"Nov 02, 2017",Donald Trump,1
"Nov 01, 2017",Donald Trump,1
"Oct 31, 2017",Donald Trump,1
"Oct 30, 2017",Donald Trump,1
"Oct 29, 2017",Donald Trump,1
"Oct 28, 2017",Donald Trump,1
"Oct 27, 2017",Donald Trump,1
"Oct 26, 2017",Donald Trump,1
"Oct 25, 2017",Donald Trump,1
"Oct 24, 2017",Donald Trump,1
"Oct 23, 2017",Donald Trump,1
"Oct 22, 2017",Donald Trump,1
"Oct 21, 2017",Donald Trump,1
"Oct 20, 2017",Donald Trump,1
"Oct 19, 2017",Donald Trump,1
"Oct 18, 2017",Donald Trump,1
"Oct 17, 2017",Donald Trump,1
"Oct 16, 2017",Donald Trump,1
"Oct 15, 2017",Donald Trump,1
"Oct 14, 2017",Donald Trump,1
"Oct 13, 2017",Donald Trump,1
"Oct 12, 2017",Donald Trump,1
"Oct 11, 2017",Donald Trump,1
"Oct 10, 2017",Donald Trump,1
"Oct 09, 2017",Donald Trump,1
"Oct 08, 2017",Donald Trump,1
"Oct 07, 2017",Donald Trump,1
"Oct 06, 2017",Donald Trump,1
"Oct 05, 2017",Donald Trump,1
"Oct 04, 2017",Donald Trump,1
"Oct 03, 2017",Donald Trump,1
"Oct 02, 2017",Donald Trump,1
"Oct 01, 2017",Donald Trump,1
"Sep 30, 2017",Donald Trump,1
"Sep 29, 2017",Donald Trump,1
"Sep 28, 2017",Donald Trump,1
"Sep 27, 2017",Donald Trump,1
"Sep 26, 2017",Donald Trump,1
"Sep 25, 2017",Donald Trump,1
"Sep 24, 2017",Donald Trump,1
"Sep 23, 2017",Donald Trump,1
"Sep 22, 2017",Donald Trump,1
"Sep 21, 2017",Donald Trump,1
"Sep 20, 2017",Donald Trump,1
"Sep 19, 2017",Donald Trump,1
"Sep 18, 2017",Donald Trump,1
"Sep 17, 2017",Donald Trump,1
"Sep 16, 2017",Donald Trump,1
"Sep 15, 2017",Donald Trump,1
"Sep 14, 2017",Donald Trump,1
"Sep 13, 2017",Donald Trump,1
"Sep 12, 2017",Donald Trump,1
"Sep 11, 2017",Donald Trump,1
"Sep 10, 2017",Donald Trump,1
"Sep 09, 2017",Donald Trump,1
"Sep 08, 2017",Donald Trump,1
"Sep 07, 2017",Donald Trump,1
"Sep 06, 2017",Donald Trump,1
"Sep 05, 2017",Donald Trump,1
"Sep 04, 2017",Donald Trump,1
"Sep 03, 2017",Donald Trump,1
"Sep 02, 2017",Donald Trump,1
"Sep 01, 2017",Donald Trump,1
"Aug 31, 2017",Donald Trump,1
"Aug 30, 2017",Donald Trump,1
"Aug 29, 2017",Donald Trump,1
"Aug 28, 2017",Donald Trump,1
"Aug 27, 2017",Donald Trump,1
"Aug 26, 2017",Donald Trump,1
"Aug 25, 2017",Donald Trump,1
"Aug 24, 2017",Donald Trump,1
"Aug 23, 2017",Donald Trump,1
"Aug 22, 2017",Donald Trump,1
"Aug 21, 2017",Donald Trump,1
"Aug 20, 2017",Donald Trump,1
"Aug 19, 2017",Donald Trump,1
"Aug 18, 2017",Donald Trump,1
"Aug 17, 2017",Donald Trump,1
"Aug 16, 2017",Donald Trump,1
"Aug 15, 2017",Donald Trump,1
"Aug 14, 2017",Donald Trump,1
"Aug 13, 2017",Donald Trump,1
"Aug 12, 2017",Donald Trump,1
"Aug 11, 2017",Donald Trump,1
"Aug 10, 2017",Donald Trump,1
"Aug 09, 2017",Donald Trump,1
"Aug 08, 2017",Donald Trump,1
"Aug 07, 2017",Donald Trump,1
"Aug 06, 2017",Donald Trump,1
"Aug 05, 2017",Donald Trump,1
"Aug 04, 2017",Donald Trump,1
"Aug 03, 2017",Donald Trump,1
"Aug 02, 2017",Donald Trump,1
"Aug 01, 2017",Donald Trump,1
"Jul 31, 2017",Donald Trump,1
"Jul 30, 2017",Donald Trump,1
"Jul 29, 2017",Donald Trump,1
"Jul 28, 2017",Donald Trump,1
"Jul 27, 2017",Donald Trump,1
"Jul 26, 2017",Donald Trump,1
"Jul 25, 2017",Donald Trump,1
"Jul 24, 2017",Donald Trump,1
"Jul 23, 2017",Donald Trump,1
"Jul 22, 2017",Donald Trump,1
"Jul 21, 2017",Donald Trump,1
"Jul 20, 2017",Donald Trump,1
"Jul 19, 2017",Donald Trump,1
"Jul 18, 2017",Donald Trump,1
"Jul 17, 2017",Donald Trump,1
"Jul 16, 2017",Donald Trump,1
"Jul 15, 2017",Donald Trump,1
"Jul 14, 2017",Donald Trump,1
"Jul 13, 2017",Donald Trump,1
"Jul 12, 2017",Donald Trump,1
"Jul 11, 2017",Donald Trump,1
"Jul 10, 2017",Donald Trump,1
"Jul 09, 2017",Donald Trump,1
"Jul 08, 2017",Donald Trump,1
"Jul 07, 2017",Donald Trump,1
"Jul 06, 2017",Donald Trump,1
"Jul 05, 2017",Donald Trump,1
"Jul 04, 2017",Donald Trump,1
"Jul 03, 2017",Donald Trump,1
"Jul 02, 2017",Donald Trump,1
"Jul 01, 2017",Donald Trump,1
"Jun 30, 2017",Donald Trump,1
"Jun 29, 2017",Donald Trump,1
"Jun 28, 2017",Donald Trump,1
"Jun 27, 2017",Donald Trump,1
"Jun 26, 2017",Donald Trump,1
"Jun 25, 2017",Donald Trump,1
"Jun 24, 2017",Donald Trump,1
"Jun 23, 2017",Donald Trump,1
"Jun 22, 2017",Donald Trump,1
"Jun 21, 2017",Donald Trump,1
"Jun 20, 2017",Donald Trump,1
"Jun 19, 2017",Donald Trump,1
"Jun 18, 2017",Donald Trump,1
"Jun 17, 2017",Donald Trump,1
"Jun 16, 2017",Donald Trump,1
"Jun 15, 2017",Donald Trump,1
"Jun 14, 2017",Donald Trump,1
"Jun 13, 2017",Donald Trump,1
"Jun 12, 2017",Donald Trump,1
"Jun 11, 2017",Donald Trump,1
"Jun 10, 2017",Donald Trump,1
"Jun 09, 2017",Donald Trump,1
"Jun 08, 2017",Donald Trump,1
"Jun 07, 2017",Donald Trump,1
"Jun 06, 2017",Donald Trump,1
"Jun 05, 2017",Donald Trump,1
"Jun 04, 2017",Donald Trump,1
"Jun 03, 2017",Donald Trump,1
"Jun 02, 2017",Donald Trump,1
"Jun 01, 2017",Donald Trump,1
"May 31, 2017",Donald Trump,1
"May 30, 2017",Donald Trump,1
"May 29, 2017",Donald Trump,1
"May 28, 2017",Donald Trump,1
"May 27, 2017",Donald Trump,1
"May 26, 2017",Donald Trump,1
"May 25, 2017",Donald Trump,1
"May 24, 2017",Donald Trump,1
"May 23, 2017",Donald Trump,1
"May 22, 2017",Donald Trump,1
"May 21, 2017",Donald Trump,1
"May 20, 2017",Donald Trump,1
"May 19, 2017",Donald Trump,1
"May 18, 2017",Donald Trump,1
"May 17, 2017",Donald Trump,1
"May 16, 2017",Donald Trump,1
"May 15, 2017",Donald Trump,1
"May 14, 2017",Donald Trump,1
"May 13, 2017",Donald Trump,1
"May 12, 2017",Donald Trump,1
"May 11, 2017",Donald Trump,1
"May 10, 2017",Donald Trump,1
"May 09, 2017",Donald Trump,1
"May 08, 2017",Donald Trump,1
"May 07, 2017",Donald Trump,1
"May 06, 2017",Donald Trump,1
"May 05, 2017",Donald Trump,1
"May 04, 2017",Donald Trump,1
"May 03, 2017",Donald Trump,1
"May 02, 2017",Donald Trump,1
"May 01, 2017",Donald Trump,1
"Apr 30, 2017",Donald Trump,1
"Apr 29, 2017",Donald Trump,1
"Apr 28, 2017",Donald Trump,1
"Apr 27, 2017",Donald Trump,1
"Apr 26, 2017",Donald Trump,1
"Apr 25, 2017",Donald Trump,1
"Apr 24, 2017",Donald Trump,1
"Apr 23, 2017",Donald Trump,1
"Apr 22, 2017",Donald Trump,1
"Apr 21, 2017",Donald Trump,1
"Apr 20, 2017",Donald Trump,1
"Apr 19, 2017",Donald Trump,1
"Apr 18, 2017",Donald Trump,1
"Apr 17, 2017",Donald Trump,1
"Apr 16, 2017",Donald Trump,1
"Apr 15, 2017",Donald Trump,1
"Apr 14, 2017",Donald Trump,1
"Apr 13, 2017",Donald Trump,1
"Apr 12, 2017",Donald Trump,1
"Apr 11, 2017",Donald Trump,1
"Apr 10, 2017",Donald Trump,1
"Apr 09, 2017",Donald Trump,1
"Apr 08, 2017",Donald Trump,1
"Apr 07, 2017",Donald Trump,1
"Apr 06, 2017",Donald Trump,1
"Apr 05, 2017",Donald Trump,1
"Apr 04, 2017",Donald Trump,1
"Apr 03, 2017",Donald Trump,1
"Apr 02, 2017",Donald Trump,1
"Apr 01, 2017",Donald Trump,1
"Mar 31, 2017",Donald Trump,1
"Mar 30, 2017",Donald Trump,1
"Mar 29, 2017",Donald Trump,1
"Mar 28, 2017",Donald Trump,1
"Mar 27, 2017",Donald Trump,1
"Mar 26, 2017",Donald Trump,1
"Mar 25, 2017",Donald Trump,1
"Mar 24, 2017",Donald Trump,1
"Mar 23, 2017",Donald Trump,1
"Mar 22, 2017",Donald Trump,1
"Mar 21, 2017",Donald Trump,1
"Mar 20, 2017",Donald Trump,1
"Mar 19, 2017",Donald Trump,1
"Mar 18, 2017",Donald Trump,1
"Mar 17, 2017",Donald Trump,1
"Mar 16, 2017",Donald Trump,1
"Mar 15, 2017",Donald Trump,1
"Mar 14, 2017",Donald Trump,1
"Mar 13, 2017",Donald Trump,1
"Mar 12, 2017",Donald Trump,1
"Mar 11, 2017",Donald Trump,1
"Mar 10, 2017",Donald Trump,1
"Mar 09, 2017",Donald Trump,1
"Mar 08, 2017",Donald Trump,1
"Mar 07, 2017",Donald Trump,1
"Mar 06, 2017",Donald Trump,1
"Mar 05, 2017",Donald Trump,1
"Mar 04, 2017",Donald Trump,1
"Mar 03, 2017",Donald Trump,1
"Mar 02, 2017",Donald Trump,1
"Mar 01, 2017",Donald Trump,1
"Feb 28, 2017",Donald Trump,1
"Feb 27, 2017",Donald Trump,1
"Feb 26, 2017",Donald Trump,1
"Feb 25, 2017",Donald Trump,1
"Feb 24, 2017",Donald Trump,1
"Feb 23, 2017",Donald Trump,1
"Feb 22, 2017",Donald Trump,1
"Feb 21, 2017",Donald Trump,1
"Feb 20, 2017",Donald Trump,1
"Feb 19, 2017",Donald Trump,1
"Feb 18, 2017",Donald Trump,1
"Feb 17, 2017",Donald Trump,1
"Feb 16, 2017",Donald Trump,1
"Feb 15, 2017",Donald Trump,1
"Feb 14, 2017",Donald Trump,1
"Feb 13, 2017",Donald Trump,1
"Feb 12, 2017",Donald Trump,1
"Feb 11, 2017",Donald Trump,1
"Feb 10, 2017",Donald Trump,1
"Feb 09, 2017",Donald Trump,1
"Feb 08, 2017",Donald Trump,1
"Feb 07, 2017",Donald Trump,1
"Feb 06, 2017",Donald Trump,1
"Feb 05, 2017",Donald Trump,1
"Feb 04, 2017",Donald Trump,1
"Feb 03, 2017",Donald Trump,1
"Feb 02, 2017",Donald Trump,1
"Feb 01, 2017",Donald Trump,1
"Jan 31, 2017",Donald Trump,1
"Jan 30, 2017",Donald Trump,1
"Jan 29, 2017",Donald Trump,1
"Jan 28, 2017",Donald Trump,1
"Jan 27, 2017",Donald Trump,1
"Jan 26, 2017",Donald Trump,1
"Jan 25, 2017",Donald Trump,1
"Jan 24, 2017",Donald Trump,1
"Jan 23, 2017",Donald Trump,1
"Jan 22, 2017",Donald Trump,1
"Jan 21, 2017",Donald Trump,1
"Jan 20, 2017",Donald Trump,1
"Jan 19, 2017",Barack Obama,0
"Jan 18, 2017",Barack Obama,0
"Jan 17, 2017",Barack Obama,0
"Jan 16, 2017",Barack Obama,0
"Jan 15, 2017",Barack Obama,0
"Jan 14, 2017",Barack Obama,0
"Jan 13, 2017",Barack Obama,0
"Jan 12, 2017",Barack Obama,0
"Jan 11, 2017",Barack Obama,0
"Jan 10, 2017",Barack Obama,0
"Jan 09, 2017",Barack Obama,0
"Jan 08, 2017",Barack Obama,0
"Jan 07, 2017",Barack Obama,0
"Jan 06, 2017",Barack Obama,0
"Jan 05, 2017",Barack Obama,0
"Jan 04, 2017",Barack Obama,0
"Jan 03, 2017",Barack Obama,0
"Jan 02, 2017",Barack Obama,0
"Jan 01, 2017",Barack Obama,0
"Dec 31, 2016",Barack Obama,0
"Dec 30, 2016",Barack Obama,0
"Dec 29, 2016",Barack Obama,0
"Dec 28, 2016",Barack Obama,0
"Dec 27, 2016",Barack Obama,0
"Dec 26, 2016",Barack Obama,0
"Dec 25, 2016",Barack Obama,0
"Dec 24, 2016",Barack Obama,0
"Dec 23, 2016",Barack Obama,0
"Dec 22, 2016",Barack Obama,0
"Dec 21, 2016",Barack Obama,0
"Dec 20, 2016",Barack Obama,0
"Dec 19, 2016",Barack Obama,0
"Dec 18, 2016",Barack Obama,0
"Dec 17, 2016",Barack Obama,0
"Dec 16, 2016",Barack Obama,0
"Dec 15, 2016",Barack Obama,0
"Dec 14, 2016",Barack Obama,0
"Dec 13, 2016",Barack Obama,0
"Dec 12, 2016",Barack Obama,0
"Dec 11, 2016",Barack Obama,0
"Dec 10, 2016",Barack Obama,0
"Dec 09, 2016",Barack Obama,0
"Dec 08, 2016",Barack Obama,0
"Dec 07, 2016",Barack Obama,0
"Dec 06, 2016",Barack Obama,0
"Dec 05, 2016",Barack Obama,0
"Dec 04, 2016",Barack Obama,0
"Dec 03, 2016",Barack Obama,0
"Dec 02, 2016",Barack Obama,0
"Dec 01, 2016",Barack Obama,0
"Nov 30, 2016",Barack Obama,0
"Nov 29, 2016",Barack Obama,0
"Nov 28, 2016",Barack Obama,0
"Nov 27, 2016",Barack Obama,0
"Nov 26, 2016",Barack Obama,0
"Nov 25, 2016",Barack Obama,0
"Nov 24, 2016",Barack Obama,0
"Nov 23, 2016",Barack Obama,0
"Nov 22, 2016",Barack Obama,0
"Nov 21, 2016",Barack Obama,0
"Nov 20, 2016",Barack Obama,0
"Nov 19, 2016",Barack Obama,0
"Nov 18, 2016",Barack Obama,0
"Nov 17, 2016",Barack Obama,0
"Nov 16, 2016",Barack Obama,0
"Nov 15, 2016",Barack Obama,0
"Nov 14, 2016",Barack Obama,0
"Nov 13, 2016",Barack Obama,0
"Nov 12, 2016",Barack Obama,0
"Nov 11, 2016",Barack Obama,0
"Nov 10, 2016",Barack Obama,0
"Nov 09, 2016",Barack Obama,0
"Nov 08, 2016",Barack Obama,0
"Nov 07, 2016",Barack Obama,0
"Nov 06, 2016",Barack Obama,0
"Nov 05, 2016",Barack Obama,0
"Nov 04, 2016",Barack Obama,0
"Nov 03, 2016",Barack Obama,0
"Nov 02, 2016",Barack Obama,0
"Nov 01, 2016",Barack Obama,0
"Oct 31, 2016",Barack Obama,0
"Oct 30, 2016",Barack Obama,0
"Oct 29, 2016",Barack Obama,0
"Oct 28, 2016",Barack Obama,0
"Oct 27, 2016",Barack Obama,0
"Oct 26, 2016",Barack Obama,0
"Oct 25, 2016",Barack Obama,0
"Oct 24, 2016",Barack Obama,0
"Oct 23, 2016",Barack Obama,0
"Oct 22, 2016",Barack Obama,0
"Oct 21, 2016",Barack Obama,0
"Oct 20, 2016",Barack Obama,0
"Oct 19, 2016",Barack Obama,0
"Oct 18, 2016",Barack Obama,0
"Oct 17, 2016",Barack Obama,0
"Oct 16, 2016",Barack Obama,0
"Oct 15, 2016",Barack Obama,0
"Oct 14, 2016",Barack Obama,0
"Oct 13, 2016",Barack Obama,0
"Oct 12, 2016",Barack Obama,0
"Oct 11, 2016",Barack Obama,0
"Oct 10, 2016",Barack Obama,0
"Oct 09, 2016",Barack Obama,0
"Oct 08, 2016",Barack Obama,0
"Oct 07, 2016",Barack Obama,0
"Oct 06, 2016",Barack Obama,0
"Oct 05, 2016",Barack Obama,0
"Oct 04, 2016",Barack Obama,0
"Oct 03, 2016",Barack Obama,0
"Oct 02, 2016",Barack Obama,0
"Oct 01, 2016",Barack Obama,0
"Sep 30, 2016",Barack Obama,0
"Sep 29, 2016",Barack Obama,0
"Sep 28, 2016",Barack Obama,0
"Sep 27, 2016",Barack Obama,0
"Sep 26, 2016",Barack Obama,0
"Sep 25, 2016",Barack Obama,0
"Sep 24, 2016",Barack Obama,0
"Sep 23, 2016",Barack Obama,0
"Sep 22, 2016",Barack Obama,0
"Sep 21, 2016",Barack Obama,0
"Sep 20, 2016",Barack Obama,0
"Sep 19, 2016",Barack Obama,0
"Sep 18, 2016",Barack Obama,0
"Sep 17, 2016",Barack Obama,0
"Sep 16, 2016",Barack Obama,0
"Sep 15, 2016",Barack Obama,0
"Sep 14, 2016",Barack Obama,0
"Sep 13, 2016",Barack Obama,0
"Sep 12, 2016",Barack Obama,0
"Sep 11, 2016",Barack Obama,0
"Sep 10, 2016",Barack Obama,0
"Sep 09, 2016",Barack Obama,0
"Sep 08, 2016",Barack Obama,0
"Sep 07, 2016",Barack Obama,0
"Sep 06, 2016",Barack Obama,0
"Sep 05, 2016",Barack Obama,0
"Sep 04, 2016",Barack Obama,0
"Sep 03, 2016",Barack Obama,0
"Sep 02, 2016",Barack Obama,0
"Sep 01, 2016",Barack Obama,0
"Aug 31, 2016",Barack Obama,0
"Aug 30, 2016",Barack Obama,0
"Aug 29, 2016",Barack Obama,0
"Aug 28, 2016",Barack Obama,0
"Aug 27, 2016",Barack Obama,0
"Aug 26, 2016",Barack Obama,0
"Aug 25, 2016",Barack Obama,0
"Aug 24, 2016",Barack Obama,0
"Aug 23, 2016",Barack Obama,0
"Aug 22, 2016",Barack Obama,0
"Aug 21, 2016",Barack Obama,0
"Aug 20, 2016",Barack Obama,0
"Aug 19, 2016",Barack Obama,0
"Aug 18, 2016",Barack Obama,0
"Aug 17, 2016",Barack Obama,0
"Aug 16, 2016",Barack Obama,0
"Aug 15, 2016",Barack Obama,0
"Aug 14, 2016",Barack Obama,0
"Aug 13, 2016",Barack Obama,0
"Aug 12, 2016",Barack Obama,0
"Aug 11, 2016",Barack Obama,0
"Aug 10, 2016",Barack Obama,0
"Aug 09, 2016",Barack Obama,0
"Aug 08, 2016",Barack Obama,0
"Aug 07, 2016",Barack Obama,0
"Aug 06, 2016",Barack Obama,0
"Aug 05, 2016",Barack Obama,0
"Aug 04, 2016",Barack Obama,0
"Aug 03, 2016",Barack Obama,0
"Aug 02, 2016",Barack Obama,0
"Aug 01, 2016",Barack Obama,0
"Jul 31, 2016",Barack Obama,0
"Jul 30, 2016",Barack Obama,0
"Jul 29, 2016",Barack Obama,0
"Jul 28, 2016",Barack Obama,0
"Jul 27, 2016",Barack Obama,0
"Jul 26, 2016",Barack Obama,0
"Jul 25, 2016",Barack Obama,0
"Jul 24, 2016",Barack Obama,0
"Jul 23, 2016",Barack Obama,0
"Jul 22, 2016",Barack Obama,0
"Jul 21, 2016",Barack Obama,0
"Jul 20, 2016",Barack Obama,0
"Jul 19, 2016",Barack Obama,0
"Jul 18, 2016",Barack Obama,0
"Jul 17, 2016",Barack Obama,0
"Jul 16, 2016",Barack Obama,0
"Jul 15, 2016",Barack Obama,0
"Jul 14, 2016",Barack Obama,0
"Jul 13, 2016",Barack Obama,0
"Jul 12, 2016",Barack Obama,0
"Jul 11, 2016",Barack Obama,0
"Jul 10, 2016",Barack Obama,0
"Jul 09, 2016",Barack Obama,0
"Jul 08, 2016",Barack Obama,0
"Jul 07, 2016",Barack Obama,0
"Jul 06, 2016",Barack Obama,0
"Jul 05, 2016",Barack Obama,0
"Jul 04, 2016",Barack Obama,0
"Jul 03, 2016",Barack Obama,0
"Jul 02, 2016",Barack Obama,0
"Jul 01, 2016",Barack Obama,0
"Jun 30, 2016",Barack Obama,0
"Jun 29, 2016",Barack Obama,0
"Jun 28, 2016",Barack Obama,0
"Jun 27, 2016",Barack Obama,0
