Height,Sum,Time
51736,['6.21'],2010-04-18 18:38:04
51736,['6.2'],2010-04-18 18:38:04
51736,['6.19'],2010-04-18 18:38:04
51737,['50'],2010-04-18 18:46:36
51737,['6.18'],2010-04-18 18:46:36
51737,['6.17'],2010-04-18 18:46:36
51737,['6.16'],2010-04-18 18:46:36
51737,['6.15'],2010-04-18 18:46:36
51737,['6.14'],2010-04-18 18:46:36
51737,['6.13'],2010-04-18 18:46:36
51737,['6.12'],2010-04-18 18:46:36
51737,['6.11'],2010-04-18 18:46:36
51737,['6.1'],2010-04-18 18:46:36
51737,['6.09'],2010-04-18 18:46:36
51737,['6.08'],2010-04-18 18:46:36
51737,['6.07'],2010-04-18 18:46:36
51737,['6.06'],2010-04-18 18:46:36
51737,['6.05'],2010-04-18 18:46:36
51737,['6.04'],2010-04-18 18:46:36
51737,['6.03'],2010-04-18 18:46:36
51737,['6.02'],2010-04-18 18:46:36
51737,['6.01'],2010-04-18 18:46:36
51737,['6'],2010-04-18 18:46:36
51737,['5.99'],2010-04-18 18:46:36
51737,['5.98'],2010-04-18 18:46:36
51737,['5.97'],2010-04-18 18:46:36
51737,['5.96'],2010-04-18 18:46:36
51737,['5.95'],2010-04-18 18:46:36
51737,['5.94'],2010-04-18 18:46:36
51737,['5.93'],2010-04-18 18:46:36
51737,['5.92'],2010-04-18 18:46:36
51737,['5.91'],2010-04-18 18:46:36
51737,['5.9'],2010-04-18 18:46:36
51737,['5.89'],2010-04-18 18:46:36
51737,['5.88'],2010-04-18 18:46:36
51737,['5.87'],2010-04-18 18:46:36
51737,['5.86'],2010-04-18 18:46:36
51737,['5.85'],2010-04-18 18:46:36
51737,['5.84'],2010-04-18 18:46:36
51737,['5.83'],2010-04-18 18:46:36
51737,['5.82'],2010-04-18 18:46:36
51737,['5.81'],2010-04-18 18:46:36
51737,['5.8'],2010-04-18 18:46:36
51737,['5.79'],2010-04-18 18:46:36
51737,['5.78'],2010-04-18 18:46:36
51737,['5.77'],2010-04-18 18:46:36
51737,['5.76'],2010-04-18 18:46:36
51737,['5.75'],2010-04-18 18:46:36
51737,['5.74'],2010-04-18 18:46:36
51737,['5.73'],2010-04-18 18:46:36
51737,['5.72'],2010-04-18 18:46:36
51737,['5.71'],2010-04-18 18:46:36
51737,['5.7'],2010-04-18 18:46:36
51737,['5.69'],2010-04-18 18:46:36
51737,['5.68'],2010-04-18 18:46:36
51737,['5.67'],2010-04-18 18:46:36
51737,['5.66'],2010-04-18 18:46:36
51737,['5.65'],2010-04-18 18:46:36
51737,['5.64'],2010-04-18 18:46:36
51737,['5.63'],2010-04-18 18:46:36
51737,['5.62'],2010-04-18 18:46:36
51737,['5.61'],2010-04-18 18:46:36
51737,['5.6'],2010-04-18 18:46:36
51737,['5.59'],2010-04-18 18:46:36
51737,['5.58'],2010-04-18 18:46:36
51737,['5.57'],2010-04-18 18:46:36
51737,['5.56'],2010-04-18 18:46:36
51737,['5.55'],2010-04-18 18:46:36
51737,['5.54'],2010-04-18 18:46:36
51737,['5.53'],2010-04-18 18:46:36
51737,['5.52'],2010-04-18 18:46:36
51737,['5.51'],2010-04-18 18:46:36
51737,['5.5'],2010-04-18 18:46:36
51737,['5.49'],2010-04-18 18:46:36
51737,['5.48'],2010-04-18 18:46:36
51737,['5.47'],2010-04-18 18:46:36
51737,['5.46'],2010-04-18 18:46:36
51737,['5.45'],2010-04-18 18:46:36
51737,['5.44'],2010-04-18 18:46:36
51737,['5.43'],2010-04-18 18:46:36
51737,['5.42'],2010-04-18 18:46:36
51737,['5.41'],2010-04-18 18:46:36
51737,['5.4'],2010-04-18 18:46:36
51737,['5.39'],2010-04-18 18:46:36
51737,['5.38'],2010-04-18 18:46:36
51737,['5.37'],2010-04-18 18:46:36
51737,['5.36'],2010-04-18 18:46:36
51737,['5.35'],2010-04-18 18:46:36
51737,['5.34'],2010-04-18 18:46:36
51737,['5.33'],2010-04-18 18:46:36
51737,['5.32'],2010-04-18 18:46:36
51737,['5.31'],2010-04-18 18:46:36
51737,['5.3'],2010-04-18 18:46:36
51737,['5.29'],2010-04-18 18:46:36
51737,['5.28'],2010-04-18 18:46:36
51737,['5.27'],2010-04-18 18:46:36
51737,['5.26'],2010-04-18 18:46:36
51737,['5.25'],2010-04-18 18:46:36
51737,['5.24'],2010-04-18 18:46:36
51737,['5.23'],2010-04-18 18:46:36
51737,['5.22'],2010-04-18 18:46:36
51737,['5.21'],2010-04-18 18:46:36
51737,['5.2'],2010-04-18 18:46:36
51737,['5.19'],2010-04-18 18:46:36
51737,['5.18'],2010-04-18 18:46:36
51737,['5.17'],2010-04-18 18:46:36
51737,['5.16'],2010-04-18 18:46:36
51737,['5.15'],2010-04-18 18:46:36
51737,['5.14'],2010-04-18 18:46:36
51737,['5.13'],2010-04-18 18:46:36
51737,['5.12'],2010-04-18 18:46:36
51737,['5.11'],2010-04-18 18:46:36
51737,['5.1'],2010-04-18 18:46:36
51737,['5.09'],2010-04-18 18:46:36
51737,['5.08'],2010-04-18 18:46:36
51737,['5.07'],2010-04-18 18:46:36
51737,['5.06'],2010-04-18 18:46:36
51737,['5.05'],2010-04-18 18:46:36
51737,['5.04'],2010-04-18 18:46:36
51737,['5.03'],2010-04-18 18:46:36
51737,['5.02'],2010-04-18 18:46:36
51737,['5.01'],2010-04-18 18:46:36
51737,['5'],2010-04-18 18:46:36
51737,['4.99'],2010-04-18 18:46:36
51737,['4.98'],2010-04-18 18:46:36
51737,['4.97'],2010-04-18 18:46:36
51737,['4.96'],2010-04-18 18:46:36
51737,['4.95'],2010-04-18 18:46:36
51737,['4.94'],2010-04-18 18:46:36
51737,['4.93'],2010-04-18 18:46:36
51737,['4.92'],2010-04-18 18:46:36
51737,['4.91'],2010-04-18 18:46:36
51737,['4.9'],2010-04-18 18:46:36
51737,['4.89'],2010-04-18 18:46:36
51737,['4.88'],2010-04-18 18:46:36
51737,['4.87'],2010-04-18 18:46:36
51737,['4.86'],2010-04-18 18:46:36
51737,['4.85'],2010-04-18 18:46:36
51737,['4.84'],2010-04-18 18:46:36
51737,['4.83'],2010-04-18 18:46:36
51737,['4.82'],2010-04-18 18:46:36
51737,['4.81'],2010-04-18 18:46:36
51737,['4.8'],2010-04-18 18:46:36
51737,['4.79'],2010-04-18 18:46:36
51737,['4.78'],2010-04-18 18:46:36
51737,['4.77'],2010-04-18 18:46:36
51737,['4.76'],2010-04-18 18:46:36
51737,['4.75'],2010-04-18 18:46:36
51737,['4.74'],2010-04-18 18:46:36
51737,['4.73'],2010-04-18 18:46:36
51737,['4.72'],2010-04-18 18:46:36
51737,['4.71'],2010-04-18 18:46:36
51737,['4.7'],2010-04-18 18:46:36
51737,['4.69'],2010-04-18 18:46:36
51737,['4.68'],2010-04-18 18:46:36
51737,['4.67'],2010-04-18 18:46:36
51737,['4.66'],2010-04-18 18:46:36
51737,['4.65'],2010-04-18 18:46:36
51737,['4.64'],2010-04-18 18:46:36
51737,['4.63'],2010-04-18 18:46:36
51737,['4.62'],2010-04-18 18:46:36
51737,['4.61'],2010-04-18 18:46:36
51737,['4.6'],2010-04-18 18:46:36
51737,['4.59'],2010-04-18 18:46:36
51737,['4.58'],2010-04-18 18:46:36
51737,['4.57'],2010-04-18 18:46:36
51737,['4.56'],2010-04-18 18:46:36
51737,['4.55'],2010-04-18 18:46:36
51737,['4.54'],2010-04-18 18:46:36
51737,['4.53'],2010-04-18 18:46:36
51737,['4.52'],2010-04-18 18:46:36
51737,['4.51'],2010-04-18 18:46:36
51737,['4.5'],2010-04-18 18:46:36
51737,['4.49'],2010-04-18 18:46:36
51737,['4.48'],2010-04-18 18:46:36
51737,['4.47'],2010-04-18 18:46:36
51737,['4.46'],2010-04-18 18:46:36
51737,['4.45'],2010-04-18 18:46:36
51737,['4.44'],2010-04-18 18:46:36
51737,['4.43'],2010-04-18 18:46:36
51737,['4.42'],2010-04-18 18:46:36
51737,['4.41'],2010-04-18 18:46:36
51737,['4.4'],2010-04-18 18:46:36
51737,['4.39'],2010-04-18 18:46:36
51737,['4.38'],2010-04-18 18:46:36
51737,['4.37'],2010-04-18 18:46:36
51737,['4.36'],2010-04-18 18:46:36
51737,['4.35'],2010-04-18 18:46:36
51737,['4.34'],2010-04-18 18:46:36
51737,['4.33'],2010-04-18 18:46:36
51737,['4.32'],2010-04-18 18:46:36
51737,['4.31'],2010-04-18 18:46:36
51737,['4.3'],2010-04-18 18:46:36
51737,['4.29'],2010-04-18 18:46:36
51737,['4.28'],2010-04-18 18:46:36
51737,['4.27'],2010-04-18 18:46:36
51737,['4.26'],2010-04-18 18:46:36
51737,['4.25'],2010-04-18 18:46:36
51737,['4.24'],2010-04-18 18:46:36
51737,['4.23'],2010-04-18 18:46:36
51737,['4.22'],2010-04-18 18:46:36
51737,['4.21'],2010-04-18 18:46:36
51737,['4.2'],2010-04-18 18:46:36
51737,['4.19'],2010-04-18 18:46:36
51738,['900'],2010-04-18 18:55:15
51738,['4.18'],2010-04-18 18:55:15
51738,['4.17'],2010-04-18 18:55:15
51738,['4.16'],2010-04-18 18:55:15
51738,['4.15'],2010-04-18 18:55:15
51738,['4.14'],2010-04-18 18:55:15
51738,['4.13'],2010-04-18 18:55:15
51738,['4.12'],2010-04-18 18:55:15
51738,['4.11'],2010-04-18 18:55:15
51738,['4.1'],2010-04-18 18:55:15
51738,['4.09'],2010-04-18 18:55:15
51738,['4.08'],2010-04-18 18:55:15
51738,['4.07'],2010-04-18 18:55:15
51738,['4.06'],2010-04-18 18:55:15
51738,['4.05'],2010-04-18 18:55:15
51738,['4.04'],2010-04-18 18:55:15
51738,['4.03'],2010-04-18 18:55:15
51738,['4.02'],2010-04-18 18:55:15
51738,['4.01'],2010-04-18 18:55:15
51738,['4'],2010-04-18 18:55:15
51738,['3.99'],2010-04-18 18:55:15
51738,['3.98'],2010-04-18 18:55:15
51738,['3.97'],2010-04-18 18:55:15
51738,['3.96'],2010-04-18 18:55:15
51738,['3.95'],2010-04-18 18:55:15
51738,['3.94'],2010-04-18 18:55:15
51738,['3.93'],2010-04-18 18:55:15
51738,['3.92'],2010-04-18 18:55:15
51738,['3.91'],2010-04-18 18:55:15
51738,['3.9'],2010-04-18 18:55:15
51738,['3.89'],2010-04-18 18:55:15
51738,['3.88'],2010-04-18 18:55:15
51738,['3.87'],2010-04-18 18:55:15
51738,['3.86'],2010-04-18 18:55:15
51738,['3.85'],2010-04-18 18:55:15
51738,['3.84'],2010-04-18 18:55:15
51738,['3.83'],2010-04-18 18:55:15
51738,['3.82'],2010-04-18 18:55:15
51738,['3.81'],2010-04-18 18:55:15
51738,['3.8'],2010-04-18 18:55:15
51738,['3.79'],2010-04-18 18:55:15
51738,['3.78'],2010-04-18 18:55:15
51738,['3.77'],2010-04-18 18:55:15
51738,['3.76'],2010-04-18 18:55:15
51738,['3.75'],2010-04-18 18:55:15
51738,['3.74'],2010-04-18 18:55:15
51738,['3.73'],2010-04-18 18:55:15
51738,['3.72'],2010-04-18 18:55:15
51738,['3.71'],2010-04-18 18:55:15
51738,['3.7'],2010-04-18 18:55:15
51738,['3.69'],2010-04-18 18:55:15
51738,['3.68'],2010-04-18 18:55:15
51738,['3.67'],2010-04-18 18:55:15
51738,['3.66'],2010-04-18 18:55:15
51738,['3.65'],2010-04-18 18:55:15
51738,['3.64'],2010-04-18 18:55:15
51738,['3.63'],2010-04-18 18:55:15
51738,['3.62'],2010-04-18 18:55:15
51738,['3.61'],2010-04-18 18:55:15
51738,['3.6'],2010-04-18 18:55:15
51738,['3.59'],2010-04-18 18:55:15
51738,['3.58'],2010-04-18 18:55:15
51738,['3.57'],2010-04-18 18:55:15
51738,['3.56'],2010-04-18 18:55:15
51738,['3.55'],2010-04-18 18:55:15
51738,['3.54'],2010-04-18 18:55:15
51738,['3.53'],2010-04-18 18:55:15
51738,['3.52'],2010-04-18 18:55:15
51738,['3.51'],2010-04-18 18:55:15
51738,['3.5'],2010-04-18 18:55:15
51738,['3.49'],2010-04-18 18:55:15
51738,['3.48'],2010-04-18 18:55:15
51738,['3.47'],2010-04-18 18:55:15
51738,['3.46'],2010-04-18 18:55:15
51738,['3.45'],2010-04-18 18:55:15
51738,['3.44'],2010-04-18 18:55:15
51738,['3.43'],2010-04-18 18:55:15
51738,['3.42'],2010-04-18 18:55:15
51738,['3.41'],2010-04-18 18:55:15
51738,['3.4'],2010-04-18 18:55:15
51738,['3.39'],2010-04-18 18:55:15
51738,['3.38'],2010-04-18 18:55:15
51738,['3.37'],2010-04-18 18:55:15
51738,['3.36'],2010-04-18 18:55:15
51738,['3.35'],2010-04-18 18:55:15
51738,['3.34'],2010-04-18 18:55:15
51738,['3.33'],2010-04-18 18:55:15
51738,['3.32'],2010-04-18 18:55:15
51738,['3.31'],2010-04-18 18:55:15
51738,['3.3'],2010-04-18 18:55:15
51738,['3.29'],2010-04-18 18:55:15
51738,['3.28'],2010-04-18 18:55:15
51738,['3.27'],2010-04-18 18:55:15
51738,['3.26'],2010-04-18 18:55:15
51738,['3.25'],2010-04-18 18:55:15
51738,['3.24'],2010-04-18 18:55:15
51738,['3.23'],2010-04-18 18:55:15
51738,['3.22'],2010-04-18 18:55:15
51738,['3.21'],2010-04-18 18:55:15
51738,['3.2'],2010-04-18 18:55:15
51738,['3.19'],2010-04-18 18:55:15
51738,['3.18'],2010-04-18 18:55:15
51738,['3.17'],2010-04-18 18:55:15
51738,['3.16'],2010-04-18 18:55:15
51738,['3.15'],2010-04-18 18:55:15
51738,['3.14'],2010-04-18 18:55:15
51738,['3.13'],2010-04-18 18:55:15
51738,['3.12'],2010-04-18 18:55:15
51738,['3.11'],2010-04-18 18:55:15
51738,['3.1'],2010-04-18 18:55:15
51738,['3.09'],2010-04-18 18:55:15
51738,['3.08'],2010-04-18 18:55:15
51738,['3.07'],2010-04-18 18:55:15
51738,['3.06'],2010-04-18 18:55:15
51738,['3.05'],2010-04-18 18:55:15
51738,['3.04'],2010-04-18 18:55:15
51738,['3.03'],2010-04-18 18:55:15
51738,['3.02'],2010-04-18 18:55:15
51738,['3.01'],2010-04-18 18:55:15
51738,['3'],2010-04-18 18:55:15
51738,['2.99'],2010-04-18 18:55:15
51738,['2.98'],2010-04-18 18:55:15
51738,['2.97'],2010-04-18 18:55:15
51738,['2.96'],2010-04-18 18:55:15
51738,['2.95'],2010-04-18 18:55:15
51738,['2.94'],2010-04-18 18:55:15
51738,['2.93'],2010-04-18 18:55:15
51738,['2.92'],2010-04-18 18:55:15
51738,['2.91'],2010-04-18 18:55:15
51738,['2.9'],2010-04-18 18:55:15
51738,['2.89'],2010-04-18 18:55:15
51738,['2.88'],2010-04-18 18:55:15
51738,['2.87'],2010-04-18 18:55:15
51738,['2.86'],2010-04-18 18:55:15
51738,['2.85'],2010-04-18 18:55:15
51738,['2.84'],2010-04-18 18:55:15
51738,['2.83'],2010-04-18 18:55:15
51738,['2.82'],2010-04-18 18:55:15
51738,['2.81'],2010-04-18 18:55:15
51738,['2.8'],2010-04-18 18:55:15
51738,['2.79'],2010-04-18 18:55:15
51738,['2.78'],2010-04-18 18:55:15
51738,['2.77'],2010-04-18 18:55:15
51738,['2.76'],2010-04-18 18:55:15
51738,['2.75'],2010-04-18 18:55:15
51738,['2.74'],2010-04-18 18:55:15
51738,['2.73'],2010-04-18 18:55:15
51738,['2.72'],2010-04-18 18:55:15
51738,['2.71'],2010-04-18 18:55:15
51738,['2.7'],2010-04-18 18:55:15
51738,['2.69'],2010-04-18 18:55:15
51738,['2.68'],2010-04-18 18:55:15
51738,['2.67'],2010-04-18 18:55:15
51738,['2.66'],2010-04-18 18:55:15
51739,['2.65'],2010-04-18 19:01:26
51739,['2.64'],2010-04-18 19:01:26
51739,['2.63'],2010-04-18 19:01:26
51739,['2.62'],2010-04-18 19:01:26
51739,['2.61'],2010-04-18 19:01:26
51739,['2.6'],2010-04-18 19:01:26
51739,['2.59'],2010-04-18 19:01:26
51739,['2.58'],2010-04-18 19:01:26
51739,['2.57'],2010-04-18 19:01:26
51739,['2.56'],2010-04-18 19:01:26
51739,['2.55'],2010-04-18 19:01:26
51739,['2.54'],2010-04-18 19:01:26
51739,['2.53'],2010-04-18 19:01:26
51739,['2.52'],2010-04-18 19:01:26
51739,['2.51'],2010-04-18 19:01:26
51739,['2.5'],2010-04-18 19:01:26
51739,['2.49'],2010-04-18 19:01:26
51739,['2.48'],2010-04-18 19:01:26
51739,['2.47'],2010-04-18 19:01:26
51739,['2.46'],2010-04-18 19:01:26
51739,['2.45'],2010-04-18 19:01:26
51739,['2.44'],2010-04-18 19:01:26
51739,['2.43'],2010-04-18 19:01:26
51739,['2.42'],2010-04-18 19:01:26
51739,['2.41'],2010-04-18 19:01:26
51739,['2.4'],2010-04-18 19:01:26
51739,['2.39'],2010-04-18 19:01:26
51739,['2.38'],2010-04-18 19:01:26
51739,['2.37'],2010-04-18 19:01:26
51739,['2.36'],2010-04-18 19:01:26
51739,['2.35'],2010-04-18 19:01:26
51739,['2.34'],2010-04-18 19:01:26
51739,['2.33'],2010-04-18 19:01:26
51739,['2.32'],2010-04-18 19:01:26
51739,['2.31'],2010-04-18 19:01:26
51739,['2.3'],2010-04-18 19:01:26
51739,['2.29'],2010-04-18 19:01:26
51739,['2.28'],2010-04-18 19:01:26
51739,['2.27'],2010-04-18 19:01:26
51739,['2.26'],2010-04-18 19:01:26
51739,['2.25'],2010-04-18 19:01:26
51739,['2.24'],2010-04-18 19:01:26
51739,['2.23'],2010-04-18 19:01:26
51739,['2.22'],2010-04-18 19:01:26
51739,['2.21'],2010-04-18 19:01:26
51739,['2.2'],2010-04-18 19:01:26
51739,['2.19'],2010-04-18 19:01:26
51739,['2.18'],2010-04-18 19:01:26
51739,['2.17'],2010-04-18 19:01:26
51739,['2.16'],2010-04-18 19:01:26
51739,['2.15'],2010-04-18 19:01:26
51739,['2.14'],2010-04-18 19:01:26
51739,['2.13'],2010-04-18 19:01:26
51739,['2.12'],2010-04-18 19:01:26
51739,['2.11'],2010-04-18 19:01:26
51739,['2.1'],2010-04-18 19:01:26
51739,['2.09'],2010-04-18 19:01:26
51739,['2.08'],2010-04-18 19:01:26
51739,['2.07'],2010-04-18 19:01:26
51739,['2.06'],2010-04-18 19:01:26
51739,['2.05'],2010-04-18 19:01:26
51739,['2.04'],2010-04-18 19:01:26
51739,['2.03'],2010-04-18 19:01:26
51739,['2.02'],2010-04-18 19:01:26
51739,['2.01'],2010-04-18 19:01:26
51739,['2'],2010-04-18 19:01:26
51739,['1.99'],2010-04-18 19:01:26
51739,['1.98'],2010-04-18 19:01:26
51739,['1.97'],2010-04-18 19:01:26
51739,['1.96'],2010-04-18 19:01:26
51739,['1.95'],2010-04-18 19:01:26
51739,['1.94'],2010-04-18 19:01:26
51739,['1.93'],2010-04-18 19:01:26
51739,['1.92'],2010-04-18 19:01:26
51739,['1.91'],2010-04-18 19:01:26
51739,['1.9'],2010-04-18 19:01:26
51739,['1.89'],2010-04-18 19:01:26
51739,['1.88'],2010-04-18 19:01:26
51739,['1.87'],2010-04-18 19:01:26
51739,['1.86'],2010-04-18 19:01:26
51739,['1.85'],2010-04-18 19:01:26
51739,['1.84'],2010-04-18 19:01:26
51739,['1.83'],2010-04-18 19:01:26
51739,['1.82'],2010-04-18 19:01:26
51739,['1.81'],2010-04-18 19:01:26
51739,['1.8'],2010-04-18 19:01:26
51739,['1.79'],2010-04-18 19:01:26
51739,['1.78'],2010-04-18 19:01:26
51739,['1.77'],2010-04-18 19:01:26
51739,['1.76'],2010-04-18 19:01:26
51739,['1.75'],2010-04-18 19:01:26
51739,['1.74'],2010-04-18 19:01:26
51740,['1.73'],2010-04-18 19:04:32
51740,['1.72'],2010-04-18 19:04:32
51740,['1.71'],2010-04-18 19:04:32
51740,['1.7'],2010-04-18 19:04:32
51740,['1.69'],2010-04-18 19:04:32
51740,['1.68'],2010-04-18 19:04:32
51740,['1.67'],2010-04-18 19:04:32
51740,['1.66'],2010-04-18 19:04:32
51740,['1.65'],2010-04-18 19:04:32
51740,['1.64'],2010-04-18 19:04:32
51740,['1.63'],2010-04-18 19:04:32
51740,['1.62'],2010-04-18 19:04:32
51740,['1.61'],2010-04-18 19:04:32
51740,['1.6'],2010-04-18 19:04:32
51740,['1.59'],2010-04-18 19:04:32
51740,['1.58'],2010-04-18 19:04:32
51740,['1.57'],2010-04-18 19:04:32
51740,['1.56'],2010-04-18 19:04:32
51740,['1.55'],2010-04-18 19:04:32
51740,['1.54'],2010-04-18 19:04:32
51740,['1.53'],2010-04-18 19:04:32
51740,['1.52'],2010-04-18 19:04:32
51740,['1.51'],2010-04-18 19:04:32
51740,['1.5'],2010-04-18 19:04:32
51740,['1.49'],2010-04-18 19:04:32
51740,['1.48'],2010-04-18 19:04:32
51740,['1.47'],2010-04-18 19:04:32
51740,['1.46'],2010-04-18 19:04:32
51740,['1.45'],2010-04-18 19:04:32
51740,['1.44'],2010-04-18 19:04:32
51740,['1.43'],2010-04-18 19:04:32
51740,['1.42'],2010-04-18 19:04:32
51740,['1.41'],2010-04-18 19:04:32
51740,['1.4'],2010-04-18 19:04:32
51740,['1.39'],2010-04-18 19:04:32
51740,['1.38'],2010-04-18 19:04:32
51740,['1.37'],2010-04-18 19:04:32
51740,['1.36'],2010-04-18 19:04:32
51740,['1.35'],2010-04-18 19:04:32
51740,['1.34'],2010-04-18 19:04:32
51740,['1.33'],2010-04-18 19:04:32
51741,['1.32'],2010-04-18 19:43:23
51741,['32'],2010-04-18 19:43:23
51741,['1'],2010-04-18 19:43:23
51741,['200'],2010-04-18 19:43:23
51741,['1.31'],2010-04-18 19:43:23
51741,['31.99'],2010-04-18 19:43:23
51741,['31.98'],2010-04-18 19:43:23
51741,['1.3'],2010-04-18 19:43:23
51741,['31.97'],2010-04-18 19:43:23
51741,['31.96'],2010-04-18 19:43:23
51741,['1.29'],2010-04-18 19:43:23
51741,['31.95'],2010-04-18 19:43:23
51741,['1.28'],2010-04-18 19:43:23
51741,['31.94'],2010-04-18 19:43:23
51741,['31.93'],2010-04-18 19:43:23
51741,['31.92'],2010-04-18 19:43:23
51741,['1.27'],2010-04-18 19:43:23
51741,['1.26'],2010-04-18 19:43:23
51741,['31.91'],2010-04-18 19:43:23
51741,['1.25'],2010-04-18 19:43:23
51741,['31.9'],2010-04-18 19:43:23
51741,['1.24'],2010-04-18 19:43:23
51741,['31.89'],2010-04-18 19:43:23
51741,['31.88'],2010-04-18 19:43:23
51741,['1.23'],2010-04-18 19:43:23
51741,['1.22'],2010-04-18 19:43:23
51741,['1.21'],2010-04-18 19:43:23
51741,['31.87'],2010-04-18 19:43:23
51741,['31.86'],2010-04-18 19:43:23
51741,['31.85'],2010-04-18 19:43:23
51741,['1.2'],2010-04-18 19:43:23
51741,['31.84'],2010-04-18 19:43:23
51741,['31.83'],2010-04-18 19:43:23
51741,['1.19'],2010-04-18 19:43:23
51741,['1.18'],2010-04-18 19:43:23
51741,['1.17'],2010-04-18 19:43:23
51741,['31.82'],2010-04-18 19:43:23
51741,['1.16'],2010-04-18 19:43:23
51741,['1.15'],2010-04-18 19:43:23
51741,['31.81'],2010-04-18 19:43:23
51741,['31.8'],2010-04-18 19:43:23
51741,['1.14'],2010-04-18 19:43:23
51741,['1.13'],2010-04-18 19:43:23
51741,['31.79'],2010-04-18 19:43:23
51741,['1.12'],2010-04-18 19:43:23
51741,['1.11'],2010-04-18 19:43:23
51741,['31.78'],2010-04-18 19:43:23
51741,['1.1'],2010-04-18 19:43:23
51741,['1.09'],2010-04-18 19:43:23
51741,['31.77'],2010-04-18 19:43:23
51741,['31.76'],2010-04-18 19:43:23
51741,['31.75'],2010-04-18 19:43:23
51741,['1.08'],2010-04-18 19:43:23
51741,['1.07'],2010-04-18 19:43:23
51741,['1.06'],2010-04-18 19:43:23
51741,['1.05'],2010-04-18 19:43:23
51741,['1.04'],2010-04-18 19:43:23
51741,['31.74'],2010-04-18 19:43:23
51741,['31.73'],2010-04-18 19:43:23
51741,['31.72'],2010-04-18 19:43:23
51741,['1.03'],2010-04-18 19:43:23
51741,['31.71'],2010-04-18 19:43:23
51741,['31.7'],2010-04-18 19:43:23
51741,['1.02'],2010-04-18 19:43:23
51741,['1.01'],2010-04-18 19:43:23
51741,['31.69'],2010-04-18 19:43:23
51741,['1'],2010-04-18 19:43:23
51741,['31.68'],2010-04-18 19:43:23
51741,['0.99'],2010-04-18 19:43:23
51741,['31.67'],2010-04-18 19:43:23
51741,['31.66'],2010-04-18 19:43:23
51741,['0.98'],2010-04-18 19:43:23
51741,['31.65'],2010-04-18 19:43:23
51741,['31.64'],2010-04-18 19:43:23
51741,['31.63'],2010-04-18 19:43:23
51741,['0.97'],2010-04-18 19:43:23
51741,['0.96'],2010-04-18 19:43:23
51741,['31.62'],2010-04-18 19:43:23
51741,['0.95'],2010-04-18 19:43:23
51741,['31.61'],2010-04-18 19:43:23
51741,['31.6'],2010-04-18 19:43:23
51741,['0.94'],2010-04-18 19:43:23
51741,['31.59'],2010-04-18 19:43:23
51741,['31.58'],2010-04-18 19:43:23
51741,['0.93'],2010-04-18 19:43:23
51741,['31.57'],2010-04-18 19:43:23
51741,['0.92'],2010-04-18 19:43:23
51741,['0.91'],2010-04-18 19:43:23
51741,['31.56'],2010-04-18 19:43:23
51741,['0.9'],2010-04-18 19:43:23
51741,['31.55'],2010-04-18 19:43:23
51741,['0.89'],2010-04-18 19:43:23
51741,['0.88'],2010-04-18 19:43:23
51741,['31.54'],2010-04-18 19:43:23
51741,['31.53'],2010-04-18 19:43:23
51741,['0.87'],2010-04-18 19:43:23
51741,['31.52'],2010-04-18 19:43:23
51741,['0.86'],2010-04-18 19:43:23
51741,['31.51'],2010-04-18 19:43:23
51741,['0.85'],2010-04-18 19:43:23
51741,['31.5'],2010-04-18 19:43:23
51741,['0.84'],2010-04-18 19:43:23
51741,['0.83'],2010-04-18 19:43:23
51741,['31.49'],2010-04-18 19:43:23
51741,['0.82'],2010-04-18 19:43:23
51741,['0.81'],2010-04-18 19:43:23
51741,['31.48'],2010-04-18 19:43:23
51741,['0.8'],2010-04-18 19:43:23
51741,['0.79'],2010-04-18 19:43:23
51741,['31.47'],2010-04-18 19:43:23
51741,['0.78'],2010-04-18 19:43:23
51741,['31.46'],2010-04-18 19:43:23
51741,['31.45'],2010-04-18 19:43:23
51741,['0.77'],2010-04-18 19:43:23
51741,['31.44'],2010-04-18 19:43:23
51741,['0.76'],2010-04-18 19:43:23
51741,['0.75'],2010-04-18 19:43:23
51741,['0.74'],2010-04-18 19:43:23
51741,['31.43'],2010-04-18 19:43:23
51741,['31.42'],2010-04-18 19:43:23
51741,['0.73'],2010-04-18 19:43:23
51741,['0.72'],2010-04-18 19:43:23
51741,['0.71'],2010-04-18 19:43:23
51741,['31.41'],2010-04-18 19:43:23
51741,['0.7'],2010-04-18 19:43:23
51741,['31.4'],2010-04-18 19:43:23
51741,['0.69'],2010-04-18 19:43:23
51741,['31.39'],2010-04-18 19:43:23
51741,['0.68'],2010-04-18 19:43:23
51741,['0.67'],2010-04-18 19:43:23
51741,['31.38'],2010-04-18 19:43:23
51741,['31.37'],2010-04-18 19:43:23
51741,['0.66'],2010-04-18 19:43:23
51741,['31.36'],2010-04-18 19:43:23
51741,['31.35'],2010-04-18 19:43:23
51741,['0.65'],2010-04-18 19:43:23
51741,['31.34'],2010-04-18 19:43:23
51741,['0.64'],2010-04-18 19:43:23
51741,['31.33'],2010-04-18 19:43:23
51741,['0.63'],2010-04-18 19:43:23
51741,['31.32'],2010-04-18 19:43:23
51741,['0.62'],2010-04-18 19:43:23
51741,['31.31'],2010-04-18 19:43:23
51741,['0.61'],2010-04-18 19:43:23
51741,['31.3'],2010-04-18 19:43:23
